record_id,employee_id,service_code,department_id,service_date,quantity,notes
SR1038,E0010,S015,D007,2025-07-18,4,
SR1039,E0014,S021,D005,2024-10-31,1,
SR1040,E0005,S001,D005,2025-07-01,1,
SR1041,E0142,S018,D001,2023-05-21,2,Pendiente de feedback
SR1042,E0060,S009,D003,2023-07-29,3,Completado satisfactoriamente
SR1043,E0076,S008,D002,2022-06-24,5,
SR1044,E0045,S019,D002,2024-04-21,2,
SR1045,E0053,S015,D002,2022-10-29,6,
SR1046,E0109,S006,D004,2024-02-05,2,En progreso
SR1047,E0028,S007,D002,2020-01-29,3,
SR1048,E0027,S006,D007,2023-07-02,3,
SR1049,E0137,S004,D007,2025-06-21,1,
SR1050,E0045,S006,D002,2025-01-07,1,Certificado obtenido
SR1051,E0117,S003,D004,2024-06-15,1,
SR1052,E0125,S005,D002,2024-05-09,3,
SR1053,E0062,S006,D003,2024-07-14,2,Sesión presencial
SR1054,E0054,S013,D002,2022-02-19,12,
SR1055,E0133,S017,D008,2025-09-16,11,
SR1056,E0045,S017,D001,2024-10-02,5,Certificado obtenido
SR1057,E0083,S018,D003,2024-12-25,5,
SR1058,E0097,S016,D003,2023-10-22,8,
SR1059,E0052,S007,D005,2020-12-04,9,Pendiente de feedback
SR1060,E0072,S012,D003,2025-08-15,4,Certificado obtenido
SR1061,E0070,S018,D001,2023-05-02,5,
SR1062,E0026,S021,D004,2025-09-03,5,
SR1063,E0030,S015,D006,2021-10-03,1,
SR1064,E0114,S014,D006,2025-10-26,11,
SR1065,E0111,S020,D003,2023-12-30,4,
SR1066,E0018,S019,D003,2025-08-14,4,
SR1067,E0025,S021,D003,2025-05-07,3,
SR1068,E0072,S008,D006,2025-02-16,3,Renovación automática
SR1069,E0016,S009,D008,2022-04-24,8,
SR1070,E0072,S009,D003,2022-12-29,12,Completado satisfactoriamente
SR1071,E0123,S005,D004,2025-07-07,2,
SR1072,E0099,S007,D006,2024-01-28,10,
SR1073,E0009,S017,D005,2024-05-20,11,
SR1074,E0109,S001,D008,2025-01-19,3,
SR1075,E0023,S014,D005,2024-05-23,3,
SR1076,E0064,S004,D004,2024-06-09,2,
SR1077,E0115,S012,D006,2024-04-20,5,
SR1078,E0102,S017,D001,2025-04-12,10,Renovación automática
SR1079,E0051,S017,D005,2023-03-05,8,
SR1080,E0102,S006,D001,2023-06-07,2,
SR1081,E0050,S007,D002,2021-11-17,11,
SR1082,E0052,S007,D001,2024-11-06,12,
SR1083,E0129,S011,D002,2023-03-09,7,Sesión presencial
SR1084,E0148,S001,D003,2023-01-12,3,Renovación automática
SR1085,E0148,S009,D007,2024-01-08,10,Formato online
SR1086,E0071,S019,D007,2024-11-11,1,Pendiente de feedback
SR1087,E0081,S009,D004,2024-10-09,12,Sesión presencial
SR1088,E0102,S017,D005,2025-07-10,9,
SR1089,E0101,S005,D004,2024-11-02,2,Renovación automática
SR1090,E0099,S018,D002,2024-10-23,5,
SR1091,E0071,S018,D003,2023-05-22,1,Pendiente de feedback
SR1092,E0093,S003,D003,2023-04-25,1,
SR1093,E0085,S018,D004,2024-07-29,5,En progreso
SR1094,E0045,S005,D004,2024-05-10,3,
SR1095,E0070,S007,D006,2024-09-30,3,
SR1096,E0123,S013,D007,2021-08-12,8,
SR1097,E0081,S006,D008,2024-11-06,1,
SR1098,E0111,S015,D006,2025-10-24,12,
SR1099,E0004,S018,D006,2025-09-04,1,Formato online
SR1100,E0049,S013,D005,2022-03-08,3,
SR1101,E0134,S017,D003,2025-10-18,2,
SR1102,E0001,S009,D001,2022-01-11,11,
SR1103,E0088,S001,D007,2023-10-16,1,
SR1104,E0048,S018,D007,2021-09-16,3,
SR1105,E0077,S013,D006,2020-01-04,10,
SR1106,E0044,S017,D007,2024-02-08,11,
SR1107,E0114,S009,D001,2022-11-24,9,Formato online
SR1108,E0095,S007,D004,2023-09-01,2,
SR1109,E0083,S011,D003,2023-05-11,11,
SR1110,E0093,S001,D004,2025-06-23,3,
SR1111,E0007,S009,D006,2023-10-24,1,
SR1112,E0019,S017,D003,2025-06-05,5,
SR1113,E0015,S003,D003,2025-05-07,1,Sesión presencial
SR1114,E0097,S019,D008,2024-05-26,1,
SR1115,E0015,S019,D006,2023-11-24,2,
SR1116,E0036,S006,D003,2024-05-24,2,En progreso
SR1117,E0106,S001,D003,2023-01-20,1,En progreso
SR1118,E0025,S005,D007,2024-10-06,3,
SR1119,E0041,S006,D004,2025-08-24,2,Completado satisfactoriamente
SR1120,E0117,S018,D001,2021-12-21,1,Certificado obtenido
SR1121,E0132,S011,D002,2023-11-20,1,
SR1122,E0052,S017,D007,2023-02-25,12,
SR1123,E0082,S002,D005,2025-05-30,3,
SR1124,E0048,S012,D008,2024-01-24,11,
SR1125,E0088,S009,D004,2022-07-17,8,
SR1126,E0095,S017,D006,2023-02-26,12,Formato online
SR1127,E0114,S001,D008,2025-07-11,2,En progreso
SR1128,E0092,S013,D006,2020-01-28,7,
SR1129,E0116,S014,D008,2024-08-16,11,
SR1130,E0146,S021,D004,2024-05-28,2,
SR1131,E0106,S009,D003,2021-06-11,10,
SR1132,E0127,S003,D006,2024-11-10,2,
SR1133,E0136,S017,D004,2024-04-09,4,Pendiente de feedback
SR1134,E0104,S001,D001,2023-10-02,2,Sesión presencial
SR1135,E0111,S011,D007,2023-04-22,2,
SR1136,E0140,S001,D003,2024-03-02,1,
SR1137,E0109,S019,D005,2025-10-14,5,Pendiente de feedback
SR1138,E0120,S021,D008,2024-06-14,1,Certificado obtenido
SR1139,E0085,S005,D004,2024-04-20,2,Pendiente de feedback
SR1140,E0095,S020,D007,2024-01-06,5,
SR1141,E0004,S004,D006,2024-08-14,3,
SR1142,E0024,S003,D008,2024-06-25,3,
SR1143,E0072,S015,D003,2021-10-10,8,
SR1144,E0023,S018,D004,2023-12-25,1,
SR1145,E0115,S018,D002,2024-05-08,1,En progreso
SR1146,E0110,S021,D004,2025-03-16,2,Certificado obtenido
SR1147,E0063,S018,D003,2022-12-09,3,
SR1148,E0125,S016,D003,2025-04-27,8,
SR1149,E0056,S017,D005,2025-05-14,6,
SR1150,E0112,S019,D001,2022-12-22,3,Sesión presencial
SR1151,E0049,S012,D003,2025-01-29,12,
SR1152,E0068,S002,D008,2023-08-16,1,
SR1153,E0148,S021,D001,2024-08-10,4,
SR1154,E0132,S008,D007,2023-10-10,9,
SR1155,E0120,S005,D003,2024-09-17,3,
SR1156,E0136,S006,D008,2024-01-27,1,
SR1157,E0128,S012,D003,2024-10-23,12,
SR1158,E0088,S017,D005,2024-10-19,9,
SR1159,E0087,S008,D004,2024-04-29,9,
SR1160,E0038,S020,D003,2023-07-22,5,
SR1161,E0092,S019,D005,2024-04-01,1,
SR1162,E0125,S020,D004,2025-04-10,1,
SR1163,E0013,S014,D002,2024-02-27,9,
SR1164,E0087,S005,D008,2025-08-05,2,Certificado obtenido
SR1165,E0083,S010,D008,2024-05-10,12,
SR1166,E0022,S008,D008,2024-04-21,4,Renovación automática
SR1167,E0028,S014,D004,2025-10-19,11,Renovación automática
SR1168,E0137,S018,D002,2023-05-29,5,Renovación automática
SR1169,E0086,S014,D006,2025-08-30,10,Certificado obtenido
SR1170,E0091,S020,D007,2024-01-11,1,
SR1171,E0029,S017,D001,2025-06-26,1,
SR1172,E0132,S010,D004,2025-02-16,10,En progreso
SR1173,E0136,S007,D005,2024-02-11,5,
SR1174,E0030,S005,D003,2024-08-29,3,Sesión presencial
SR1175,E0101,S020,D003,2023-05-24,5,
SR1176,E0113,S019,D001,2025-03-31,5,Certificado obtenido
SR1177,E0131,S011,D005,2024-03-20,1,Pendiente de feedback
SR1178,E0026,S001,D002,2023-11-27,1,
SR1179,E0115,S012,D001,2024-08-31,3,En progreso
SR1180,E0011,S008,D005,2023-01-15,9,
SR1181,E0034,S021,D001,2025-08-06,4,
SR1182,E0036,S019,D001,2025-05-24,1,
SR1183,E0109,S015,D004,2024-01-22,1,
SR1184,E0146,S007,D008,2023-05-01,9,
SR1185,E0134,S005,D007,2025-11-05,3,
SR1186,E0116,S009,D001,2021-11-06,4,
SR1187,E0102,S003,D004,2023-10-18,1,
SR1188,E0002,S015,D006,2025-02-07,7,En progreso
SR1189,E0109,S010,D008,2021-10-12,6,
SR1190,E0060,S011,D006,2023-11-22,7,
SR1191,E0142,S004,D003,2023-03-04,2,Completado satisfactoriamente
SR1192,E0142,S009,D001,2024-04-23,4,
SR1193,E0079,S002,D007,2023-08-01,3,
SR1194,E0042,S005,D005,2024-07-27,2,Sesión presencial
SR1195,E0120,S017,D008,2025-04-15,11,
SR1196,E0063,S012,D004,2024-02-18,1,
SR1197,E0059,S006,D008,2023-12-25,1,
SR1198,E0036,S010,D006,2023-03-12,6,
SR1199,E0078,S016,D004,2022-03-17,7,
SR1200,E0136,S017,D005,2025-03-05,9,
SR1201,E0018,S010,D002,2023-12-28,11,
SR1202,E0048,S003,D005,2025-08-06,2,Certificado obtenido
SR1203,E0012,S021,D006,2024-07-06,2,
SR1204,E0044,S005,D001,2025-11-05,3,
SR1205,E0050,S002,D002,2025-03-20,3,Completado satisfactoriamente
SR1206,E0146,S003,D001,2025-02-13,3,
SR1207,E0016,S018,D003,2024-03-23,5,
SR1208,E0091,S021,D004,2024-09-04,5,Certificado obtenido
SR1209,E0026,S009,D002,2022-04-22,9,
SR1210,E0147,S016,D005,2024-02-01,1,Sesión presencial
SR1211,E0079,S011,D002,2023-09-17,9,
SR1212,E0113,S016,D003,2024-02-04,10,Pendiente de feedback
SR1213,E0066,S009,D004,2022-07-29,4,
SR1214,E0100,S021,D001,2025-07-13,2,
SR1215,E0102,S004,D002,2025-03-18,1,
SR1216,E0019,S021,D004,2025-05-12,2,
SR1217,E0135,S001,D004,2023-06-30,2,Renovación automática
SR1218,E0118,S012,D008,2025-10-06,8,
SR1219,E0090,S016,D004,2022-05-29,6,
SR1220,E0113,S003,D008,2025-02-20,3,Completado satisfactoriamente
SR1221,E0136,S010,D001,2024-12-21,9,
SR1222,E0056,S004,D004,2024-03-06,2,Completado satisfactoriamente
SR1223,E0051,S011,D002,2024-09-12,7,Pendiente de feedback
SR1224,E0110,S012,D004,2024-04-23,12,Completado satisfactoriamente
SR1225,E0131,S018,D003,2023-05-20,5,
SR1226,E0091,S007,D002,2023-03-28,3,
SR1227,E0100,S002,D006,2025-04-24,1,
SR1228,E0013,S007,D005,2021-11-28,2,
SR1229,E0025,S009,D003,2024-09-11,5,
SR1230,E0019,S008,D008,2025-08-10,11,
SR1231,E0098,S019,D006,2023-09-16,3,
SR1232,E0056,S013,D003,2022-08-28,10,
SR1233,E0125,S017,D002,2023-09-18,7,
SR1234,E0035,S015,D007,2021-08-18,10,
SR1235,E0054,S017,D005,2024-12-24,1,
SR1236,E0035,S006,D004,2025-09-01,2,
SR1237,E0016,S012,D001,2025-08-31,6,
SR1238,E0037,S006,D001,2024-04-21,1,Completado satisfactoriamente
SR1239,E0030,S007,D003,2025-02-22,2,Sesión presencial
SR1240,E0085,S017,D005,2024-05-17,8,Sesión presencial
SR1241,E0115,S003,D001,2023-08-20,1,
SR1242,E0116,S004,D007,2023-03-01,3,Pendiente de feedback
SR1243,E0036,S010,D001,2020-09-12,8,
SR1244,E0033,S019,D008,2022-12-29,1,
SR1245,E0117,S001,D003,2024-07-15,2,
SR1246,E0003,S009,D005,2022-10-01,4,
SR1247,E0024,S021,D004,2024-07-14,5,
SR1248,E0014,S009,D002,2023-04-18,11,En progreso
SR1249,E0098,S006,D008,2024-05-05,3,
SR1250,E0056,S005,D005,2025-10-03,3,
SR1251,E0088,S021,D001,2025-04-10,3,
SR1252,E0016,S013,D005,2021-05-16,12,Certificado obtenido
SR1253,E0018,S018,D008,2022-04-03,1,Certificado obtenido
SR1254,E0012,S005,D003,2025-07-06,3,
SR1255,E0004,S014,D007,2025-08-31,1,Certificado obtenido
SR1256,E0060,S008,D002,2022-06-04,3,
SR1257,E0128,S021,D005,2024-01-17,2,Formato online
SR1258,E0025,S012,D002,2025-03-28,1,
SR1259,E0112,S012,D005,2024-06-18,9,
SR1260,E0044,S012,D003,2024-02-19,8,Sesión presencial
SR1261,E0034,S018,D005,2025-04-28,5,
SR1262,E0050,S014,D003,2024-03-27,4,Certificado obtenido
SR1263,E0106,S007,D001,2024-09-12,9,
SR1264,E0127,S002,D004,2025-08-05,1,
SR1265,E0076,S011,D004,2023-10-09,6,
SR1266,E0086,S009,D004,2024-03-12,9,
SR1267,E0058,S006,D002,2025-04-20,3,
SR1268,E0099,S014,D007,2024-12-24,8,
SR1269,E0100,S004,D007,2024-10-16,1,Certificado obtenido
SR1270,E0093,S009,D008,2023-06-09,12,
SR1271,E0056,S019,D003,2023-03-15,2,
SR1272,E0062,S018,D001,2023-10-31,1,Certificado obtenido
SR1273,E0109,S009,D001,2024-12-18,7,
SR1274,E0033,S019,D001,2025-06-20,3,
SR1275,E0103,S014,D006,2025-08-30,10,
SR1276,E0048,S016,D003,2022-03-15,3,
SR1277,E0010,S005,D005,2025-01-12,2,Formato online
SR1278,E0005,S007,D001,2020-09-26,8,Pendiente de feedback
SR1279,E0078,S013,D004,2025-05-06,8,
SR1280,E0117,S014,D002,2024-12-03,8,
SR1281,E0095,S010,D006,2024-07-27,12,
SR1282,E0094,S010,D007,2023-01-05,6,
SR1283,E0136,S016,D001,2023-12-06,12,Certificado obtenido
SR1284,E0134,S006,D002,2023-06-17,2,
SR1285,E0079,S002,D007,2024-09-16,1,
SR1286,E0079,S003,D007,2025-03-30,2,
SR1287,E0041,S012,D006,2025-03-02,11,
SR1288,E0002,S002,D008,2024-09-11,2,Renovación automática
SR1289,E0058,S016,D006,2025-06-12,4,
SR1290,E0115,S018,D004,2024-12-08,1,
SR1291,E0038,S014,D006,2024-08-08,1,Certificado obtenido
SR1292,E0137,S010,D006,2025-09-20,9,Renovación automática
SR1293,E0136,S010,D002,2021-02-10,3,
SR1294,E0140,S016,D008,2023-08-29,10,
SR1295,E0118,S007,D003,2020-03-05,12,
SR1296,E0065,S020,D001,2023-10-07,4,Sesión presencial
SR1297,E0071,S018,D006,2022-04-18,1,
SR1298,E0086,S013,D004,2021-09-07,8,
SR1299,E0062,S014,D006,2024-03-25,5,Pendiente de feedback
SR1300,E0109,S001,D005,2023-04-16,2,
SR1301,E0051,S018,D006,2025-04-13,3,
SR1302,E0129,S012,D006,2024-07-31,8,
SR1303,E0051,S007,D002,2024-06-06,10,Certificado obtenido
SR1304,E0007,S002,D007,2024-02-04,3,
SR1305,E0137,S020,D004,2024-09-27,1,
SR1306,E0091,S012,D004,2025-10-13,9,
SR1307,E0058,S002,D001,2024-05-07,1,
SR1308,E0083,S019,D008,2022-10-28,2,
SR1309,E0014,S015,D008,2025-09-10,1,
SR1310,E0065,S006,D004,2023-05-28,3,
SR1311,E0076,S010,D002,2023-05-31,9,
SR1312,E0024,S011,D004,2025-10-16,4,
SR1313,E0003,S017,D002,2025-04-06,6,
SR1314,E0014,S005,D008,2025-09-13,2,
SR1315,E0117,S008,D004,2022-03-01,4,
SR1316,E0070,S004,D005,2023-03-23,2,
SR1317,E0036,S011,D006,2024-09-04,2,
SR1318,E0039,S021,D001,2024-12-23,3,
SR1319,E0004,S016,D001,2024-04-12,11,
SR1320,E0043,S004,D004,2024-11-12,1,
SR1321,E0099,S014,D008,2025-08-05,8,En progreso
SR1322,E0063,S010,D006,2025-06-07,11,
SR1323,E0007,S013,D007,2024-02-10,8,
SR1324,E0023,S013,D008,2020-11-07,3,
SR1325,E0082,S011,D004,2023-11-08,3,
SR1326,E0064,S011,D003,2024-07-20,8,
SR1327,E0004,S019,D005,2024-11-22,5,
SR1328,E0120,S017,D001,2023-01-06,3,
SR1329,E0132,S014,D006,2024-01-25,10,
SR1330,E0069,S007,D005,2021-05-27,5,
SR1331,E0050,S018,D006,2021-07-26,2,Pendiente de feedback
SR1332,E0025,S006,D004,2024-10-29,1,
SR1333,E0091,S004,D002,2023-02-28,3,
SR1334,E0014,S013,D003,2025-07-10,10,
SR1335,E0109,S018,D002,2025-05-14,3,
SR1336,E0035,S007,D005,2023-07-20,2,
SR1337,E0117,S021,D003,2025-10-11,2,Certificado obtenido
SR1338,E0029,S011,D005,2025-05-04,7,
SR1339,E0105,S004,D007,2024-12-06,2,
SR1340,E0090,S021,D005,2024-12-25,3,
SR1341,E0140,S007,D005,2025-02-02,8,
SR1342,E0128,S012,D003,2024-02-10,10,Certificado obtenido
SR1343,E0038,S016,D005,2025-05-27,11,
SR1344,E0134,S012,D008,2024-01-04,7,
SR1345,E0131,S004,D004,2023-08-22,3,
SR1346,E0149,S005,D008,2024-11-20,2,En progreso
SR1347,E0054,S013,D008,2024-11-07,10,En progreso
SR1348,E0034,S019,D003,2023-02-18,3,Completado satisfactoriamente
SR1349,E0124,S006,D003,2025-07-09,3,Completado satisfactoriamente
SR1350,E0080,S005,D006,2024-07-05,1,
SR1351,E0047,S018,D008,2025-03-06,4,
SR1352,E0117,S013,D008,2022-11-27,11,
SR1353,E0105,S003,D008,2024-12-08,3,
SR1354,E0047,S008,D008,2025-04-04,10,
SR1355,E0019,S002,D007,2024-03-09,2,
SR1356,E0037,S012,D001,2025-09-19,11,
SR1357,E0139,S004,D005,2025-08-18,2,
SR1358,E0062,S017,D002,2023-04-17,7,
SR1359,E0097,S011,D002,2025-03-01,5,
SR1360,E0002,S021,D007,2024-05-05,1,Sesión presencial
SR1361,E0076,S008,D002,2023-12-23,7,
SR1362,E0042,S017,D003,2025-01-18,12,Certificado obtenido
SR1363,E0075,S006,D001,2025-08-23,2,Renovación automática
SR1364,E0118,S008,D008,2025-04-30,6,
SR1365,E0071,S010,D007,2021-03-21,7,
SR1366,E0134,S002,D007,2025-04-01,2,
SR1367,E0109,S010,D001,2025-05-20,4,Completado satisfactoriamente
SR1368,E0056,S012,D001,2025-04-01,8,Sesión presencial
SR1369,E0149,S002,D001,2023-09-14,2,Renovación automática
SR1370,E0064,S001,D008,2025-09-27,1,
SR1371,E0027,S013,D007,2025-02-21,3,Pendiente de feedback
SR1372,E0059,S017,D001,2025-06-23,12,
SR1373,E0013,S014,D006,2024-12-17,10,
SR1374,E0142,S015,D006,2024-11-05,7,
SR1375,E0101,S007,D004,2022-07-26,5,
SR1376,E0027,S008,D002,2025-03-01,3,
SR1377,E0106,S011,D006,2025-03-31,4,
SR1378,E0142,S020,D004,2025-07-01,2,
SR1379,E0033,S009,D007,2021-11-18,5,
SR1380,E0105,S015,D002,2023-06-10,5,
SR1381,E0030,S009,D006,2025-09-25,7,
SR1382,E0095,S013,D006,2022-11-26,10,
SR1383,E0024,S020,D007,2024-08-07,5,
SR1384,E0013,S003,D007,2025-10-12,1,
SR1385,E0148,S002,D006,2024-08-31,3,
SR1386,E0043,S015,D002,2025-07-08,11,
SR1387,E0110,S002,D006,2025-11-08,1,
SR1388,E0029,S003,D006,2025-07-04,2,
SR1389,E0068,S012,D006,2024-04-18,11,
SR1390,E0013,S019,D005,2023-12-08,1,Renovación automática
SR1391,E0060,S020,D001,2024-12-22,5,
SR1392,E0070,S012,D007,2024-05-20,6,
SR1393,E0094,S016,D008,2022-03-18,5,
SR1394,E0101,S011,D004,2024-03-03,8,
SR1395,E0012,S017,D007,2025-01-04,2,
SR1396,E0071,S021,D007,2024-05-24,1,
SR1397,E0059,S017,D003,2023-10-25,3,Completado satisfactoriamente
SR1398,E0069,S002,D007,2023-11-16,3,
SR1399,E0076,S017,D004,2025-04-01,12,
SR1400,E0082,S020,D005,2025-03-06,4,
SR1401,E0038,S020,D002,2023-06-05,5,
SR1402,E0135,S020,D006,2024-11-06,1,
SR1403,E0036,S011,D006,2023-02-02,4,
SR1404,E0060,S018,D007,2025-02-17,3,Renovación automática
SR1405,E0062,S020,D003,2023-12-09,4,En progreso
SR1406,E0098,S008,D001,2023-04-05,1,
SR1407,E0029,S014,D004,2024-12-29,8,
SR1408,E0117,S016,D002,2023-04-24,2,Completado satisfactoriamente
SR1409,E0013,S003,D008,2023-09-05,1,
SR1410,E0042,S008,D001,2023-12-20,2,
SR1411,E0001,S005,D001,2025-02-02,3,
SR1412,E0025,S016,D004,2024-02-06,8,
SR1413,E0002,S021,D007,2025-05-28,3,Certificado obtenido
SR1414,E0111,S010,D001,2024-05-30,2,
SR1415,E0091,S009,D008,2021-09-05,12,Completado satisfactoriamente
SR1416,E0098,S003,D008,2025-07-21,2,
SR1417,E0024,S005,D004,2024-03-13,1,
SR1418,E0118,S006,D005,2023-11-23,1,
SR1419,E0018,S017,D003,2025-06-16,1,En progreso
SR1420,E0022,S007,D002,2022-05-30,9,
SR1421,E0093,S008,D005,2022-08-29,5,
SR1422,E0023,S004,D005,2024-09-08,3,
SR1423,E0047,S015,D004,2022-03-13,7,Pendiente de feedback
SR1424,E0072,S021,D007,2024-08-16,1,
SR1425,E0010,S013,D001,2022-12-26,3,
SR1426,E0070,S015,D008,2022-02-21,10,Renovación automática
SR1427,E0111,S014,D003,2024-11-14,10,
SR1428,E0120,S018,D006,2023-05-11,2,
SR1429,E0073,S005,D003,2025-03-30,1,
SR1430,E0026,S005,D001,2024-08-12,3,Sesión presencial
SR1431,E0132,S003,D001,2024-10-21,1,
SR1432,E0131,S005,D006,2025-08-25,3,
SR1433,E0022,S009,D005,2021-06-15,3,
SR1434,E0112,S013,D006,2020-02-07,5,Pendiente de feedback
SR1435,E0095,S015,D004,2024-11-08,11,
SR1436,E0027,S014,D006,2024-12-13,3,
SR1437,E0012,S006,D004,2023-05-10,1,
SR1438,E0139,S018,D004,2021-06-22,4,
SR1439,E0101,S004,D006,2022-10-17,1,
SR1440,E0078,S013,D006,2021-10-26,8,
SR1441,E0068,S020,D002,2025-09-12,2,
SR1442,E0147,S008,D001,2023-11-03,10,
SR1443,E0115,S020,D002,2023-08-05,2,
SR1444,E0091,S016,D002,2025-08-16,5,
SR1445,E0060,S020,D007,2024-11-13,2,Certificado obtenido
SR1446,E0087,S010,D003,2025-10-15,4,
SR1447,E0125,S008,D003,2023-10-07,5,
SR1448,E0112,S020,D005,2025-05-30,4,
SR1449,E0038,S020,D001,2023-06-22,3,
SR1450,E0148,S005,D004,2025-07-01,3,
SR1451,E0016,S002,D006,2024-09-28,2,
SR1452,E0071,S015,D005,2023-09-03,2,Certificado obtenido
SR1453,E0018,S018,D001,2022-12-15,5,Renovación automática
SR1454,E0109,S011,D005,2023-06-11,8,Formato online
SR1455,E0002,S011,D005,2024-04-07,11,
SR1456,E0137,S019,D005,2024-08-04,1,Pendiente de feedback
SR1457,E0083,S006,D008,2023-07-06,2,Pendiente de feedback
SR1458,E0098,S019,D001,2023-05-15,1,
SR1459,E0060,S013,D004,2023-10-23,5,Sesión presencial
SR1460,E0123,S003,D001,2024-10-16,3,Pendiente de feedback
SR1461,E0051,S013,D001,2024-01-08,2,
SR1462,E0028,S012,D001,2025-04-21,6,Pendiente de feedback
SR1463,E0042,S013,D006,2022-06-22,8,
SR1464,E0113,S007,D002,2024-10-02,10,
SR1465,E0018,S002,D005,2023-11-16,1,
SR1466,E0016,S014,D006,2024-10-08,6,
SR1467,E0052,S015,D001,2021-06-21,4,
SR1468,E0044,S004,D001,2023-01-24,2,Renovación automática
SR1469,E0116,S006,D001,2025-04-23,2,
SR1470,E0102,S015,D004,2025-05-10,9,
SR1471,E0117,S009,D004,2024-02-03,9,
SR1472,E0117,S008,D007,2022-01-30,5,
SR1473,E0077,S003,D005,2023-09-18,2,En progreso
SR1474,E0100,S014,D003,2024-03-10,9,Formato online
SR1475,E0054,S007,D001,2021-04-30,2,
SR1476,E0080,S013,D002,2020-05-16,6,
SR1477,E0146,S004,D008,2025-04-24,2,Sesión presencial
SR1478,E0060,S009,D001,2025-11-08,4,Pendiente de feedback
SR1479,E0077,S009,D004,2021-01-19,7,Sesión presencial
SR1480,E0018,S001,D005,2023-11-16,2,
SR1481,E0086,S013,D004,2021-01-22,3,
SR1482,E0058,S002,D003,2025-09-13,2,Pendiente de feedback
SR1483,E0106,S020,D005,2023-11-05,3,Sesión presencial
SR1484,E0128,S006,D007,2025-06-22,1,
SR1485,E0043,S010,D007,2023-12-29,6,
SR1486,E0054,S020,D008,2024-09-28,1,
SR1487,E0045,S003,D006,2025-03-13,3,
SR1488,E0127,S003,D003,2024-12-17,3,
SR1489,E0139,S015,D001,2025-10-11,11,
SR1490,E0037,S001,D003,2025-10-10,1,
SR1491,E0101,S001,D007,2024-10-16,1,
SR1492,E0085,S008,D001,2022-09-11,12,
SR1493,E0098,S011,D008,2023-09-19,7,
SR1494,E0147,S001,D008,2023-12-12,2,
SR1495,E0072,S002,D004,2025-07-11,3,
SR1496,E0019,S011,D007,2025-01-15,12,Sesión presencial
SR1497,E0079,S013,D005,2022-01-20,4,
SR1498,E0062,S012,D004,2025-01-19,12,
SR1499,E0078,S004,D002,2024-03-17,1,Completado satisfactoriamente
SR1500,E0125,S017,D003,2024-11-26,12,
SR1501,E0091,S006,D003,2023-09-10,1,
SR1502,E0148,S009,D007,2025-11-07,1,
SR1503,E0114,S008,D003,2023-12-09,5,
SR1504,E0051,S012,D003,2025-05-07,10,En progreso
SR1505,E0092,S020,D007,2023-05-04,3,
SR1506,E0098,S007,D002,2020-11-09,12,
SR1507,E0083,S016,D004,2023-05-30,8,En progreso
SR1508,E0085,S004,D004,2023-11-02,1,
SR1509,E0050,S011,D002,2023-06-18,7,Renovación automática
SR1510,E0123,S012,D003,2025-04-11,2,
SR1511,E0097,S010,D007,2021-03-26,12,
SR1512,E0004,S015,D001,2022-01-25,9,
SR1513,E0114,S012,D006,2025-09-10,9,
SR1514,E0016,S015,D005,2023-11-23,3,
SR1515,E0043,S002,D002,2023-07-22,2,
SR1516,E0100,S014,D003,2024-07-14,9,
SR1517,E0083,S007,D008,2023-04-22,6,Completado satisfactoriamente
SR1518,E0039,S003,D002,2025-09-15,3,
SR1519,E0114,S007,D005,2021-03-28,10,
SR1520,E0094,S001,D007,2023-06-15,3,
