ticket_id,store_id,customer_id,ticket_datetime,channel,payment_method,total_amount
13440,32,1792,2023-04-27 14:41:44,Tienda,Efectivo,1140.75
13441,94,,2024-07-22 21:48:47,Tienda,Efectivo,1302.76
13442,66,4554,2025-10-31 19:10:57,Tienda,Tarjeta débito,190.76
13443,15,1233,2021-10-20 07:44:41,Tienda,Efectivo,1205.85
13444,87,1826,2025-11-15 02:06:33,Tienda,Tarjeta crédito,431.7
13445,1,4361,2025-08-31 17:52:32,Online,Tarjeta crédito,1052.92
13446,57,4888,2025-03-28 15:39:21,Tienda,Tarjeta crédito,231.12
13447,76,3887,2023-04-21 11:52:16,Tienda,Efectivo,1706.45
13448,12,2304,2022-11-08 15:23:00,Tienda,Tarjeta débito,501.03
13449,16,1650,2022-11-03 07:01:15,Tienda,Efectivo,263.86
13450,27,,2025-01-14 14:39:08,Tienda,Efectivo,977.44
13451,69,1388,2023-03-25 21:33:11,Tienda,Tarjeta crédito,1992.26
13452,85,113,2024-02-29 16:50:40,Tienda,Tarjeta crédito,59.06
13453,42,545,2022-09-17 21:27:08,Tienda,Efectivo,873.32
13454,36,1810,2024-03-08 15:30:45,Tienda,Tarjeta crédito,1136.11
13455,14,3455,2023-06-27 01:46:48,Tienda,Tarjeta crédito,869.59
13456,89,679,2021-03-16 12:54:13,Tienda,Tarjeta débito,857.56
13457,40,2358,2021-12-24 17:00:56,Tienda,Tarjeta crédito,1252.14
13458,83,,2023-02-15 01:53:59,Tienda,Tarjeta débito,932.74
13459,1,454,2022-05-31 05:00:14,Online,Tarjeta crédito,622.16
13460,54,285,2023-11-17 13:21:42,Tienda,Tarjeta débito,1517.2
13461,58,,2024-12-06 15:45:33,Tienda,Tarjeta débito,402.17
13462,29,2073,2022-11-29 20:02:10,Tienda,Tarjeta débito,728.66
13463,84,,2021-02-21 04:04:06,Tienda,Efectivo,32.25
13464,54,2778,2024-02-29 14:16:00,Tienda,Efectivo,1451.65
13465,88,2973,2023-08-18 10:17:46,Tienda,Tarjeta crédito,325.9
13466,91,1693,2021-09-11 01:55:41,Tienda,Tarjeta débito,2812.79
13467,62,2226,2022-05-21 19:28:39,Tienda,Tarjeta crédito,299.48
13468,69,4781,2025-04-25 20:39:46,Tienda,Tarjeta crédito,642.79
13469,54,6,2023-04-25 12:05:50,Tienda,Tarjeta débito,1386.58
13470,88,2908,2021-07-10 16:43:44,Tienda,Tarjeta débito,1101.82
13471,86,2272,2025-03-28 21:39:05,Tienda,Tarjeta débito,1032.6
13472,13,1069,2024-10-02 11:11:59,Tienda,Tarjeta débito,121.56
13473,1,193,2021-02-24 18:30:24,Online,Tarjeta débito,1016.54
13474,94,3480,2022-03-22 12:29:20,Tienda,Tarjeta débito,2589.81
13475,79,1867,2021-02-17 06:00:59,Tienda,Tarjeta crédito,2067.92
13476,21,4177,2022-11-04 07:25:28,Tienda,Efectivo,483.47
13477,56,4462,2024-10-22 03:59:15,Tienda,Efectivo,399.6
13478,16,599,2022-12-29 03:09:35,Tienda,Tarjeta débito,185.28
13479,80,2393,2024-12-06 20:08:38,Tienda,Tarjeta crédito,202.52
13480,67,,2024-09-15 03:10:07,Tienda,Tarjeta crédito,2244.02
13481,52,919,2023-11-14 01:08:44,Tienda,Efectivo,3022.91
13482,89,,2021-05-28 10:36:29,Tienda,Tarjeta crédito,142.38
13483,29,3497,2024-12-16 19:23:58,Tienda,Tarjeta crédito,391.09
13484,1,3085,2022-05-29 13:31:30,Online,Tarjeta crédito,65.33
13485,51,2765,2025-12-14 04:27:39,Tienda,Tarjeta débito,1275.97
13486,87,2031,2024-10-10 22:06:23,Tienda,Efectivo,504.55
13487,82,3962,2025-02-02 17:51:29,Tienda,Tarjeta débito,829.21
13488,92,1197,2023-05-12 14:17:56,Tienda,Tarjeta crédito,1419.62
13489,1,2443,2022-07-15 15:39:19,Online,Tarjeta crédito,178.5
13490,80,,2021-08-18 09:08:40,Tienda,Efectivo,158.94
13491,1,,2024-05-22 12:35:41,Tienda,Efectivo,1353.04
13492,26,1682,2021-09-03 21:36:14,Tienda,Tarjeta débito,1577.53
13493,54,,2025-06-30 19:37:00,Tienda,Efectivo,700.99
13494,36,2678,2022-07-22 21:48:40,Tienda,Tarjeta crédito,1794.15
13495,1,3469,2025-08-09 06:07:58,Tienda,Efectivo,1204.32
13496,99,,2021-05-31 11:34:30,Tienda,Tarjeta débito,910.17
13497,40,2974,2024-08-04 01:13:07,Tienda,Efectivo,336.93
13498,57,3463,2022-08-27 06:06:51,Tienda,Efectivo,490.81
13499,93,18,2024-10-24 21:09:03,Tienda,Tarjeta débito,1044.7
13500,52,3153,2023-12-31 04:58:38,Tienda,Tarjeta crédito,1315.97
13501,36,,2025-03-21 02:14:50,Tienda,Tarjeta débito,39.92
13502,35,3084,2023-05-21 00:27:58,Tienda,Tarjeta débito,515.79
13503,29,4225,2021-11-13 04:05:21,Tienda,Tarjeta crédito,1845.32
13504,76,1107,2021-12-18 10:50:19,Tienda,Efectivo,396.42
13505,4,,2025-06-10 18:02:36,Tienda,Tarjeta débito,971.14
13506,26,2642,2025-05-25 21:09:04,Tienda,Tarjeta crédito,949.51
13507,86,4658,2021-01-04 15:14:16,Tienda,Tarjeta crédito,854.74
13508,63,3758,2021-11-05 07:43:23,Tienda,Tarjeta débito,2523.6
13509,94,1781,2024-10-20 14:44:05,Tienda,Tarjeta crédito,314.12
13510,27,1341,2025-10-06 12:03:44,Tienda,Tarjeta débito,1050.37
13511,1,1236,2024-08-25 22:03:23,Online,Tarjeta débito,1223.79
13512,1,299,2024-07-14 19:39:31,Online,Tarjeta crédito,1456.21
13513,19,351,2024-05-12 13:20:34,Tienda,Tarjeta crédito,1201.54
13514,1,907,2023-07-24 03:13:21,Online,Tarjeta débito,1213.51
13515,3,1509,2024-08-25 07:32:22,Tienda,Tarjeta débito,2169.42
13516,90,3605,2024-09-26 23:04:34,Tienda,Efectivo,2412.0
13517,89,,2024-04-15 11:32:01,Tienda,Tarjeta débito,1262.11
13518,93,3263,2022-10-16 04:23:37,Tienda,Efectivo,45.16
13519,86,2654,2022-01-11 01:22:56,Tienda,Tarjeta crédito,2192.77
13520,33,3160,2021-03-09 03:23:33,Tienda,Tarjeta débito,672.96
13521,59,3973,2022-03-24 14:36:03,Tienda,Efectivo,822.46
13522,31,,2023-05-06 11:16:23,Tienda,Tarjeta débito,1404.85
13523,63,1299,2024-07-27 04:51:23,Tienda,Tarjeta débito,1532.18
13524,40,43,2022-08-03 05:31:23,Tienda,Tarjeta débito,1994.03
13525,29,1242,2023-07-03 18:18:04,Tienda,Efectivo,72.56
13526,2,,2021-08-21 17:42:36,Tienda,Efectivo,889.64
13527,59,,2025-11-17 01:59:23,Tienda,Tarjeta débito,217.07
13528,14,,2025-04-06 23:06:24,Tienda,Efectivo,886.02
13529,85,2524,2021-01-25 11:07:06,Tienda,Tarjeta débito,328.94
13530,43,,2021-07-09 21:54:31,Tienda,Tarjeta crédito,336.28
13531,1,4255,2023-06-07 01:54:52,Online,Tarjeta débito,1399.38
13532,14,,2023-09-17 10:35:05,Tienda,Tarjeta débito,14.1
13533,28,,2023-10-23 10:09:44,Tienda,Tarjeta crédito,195.5
13534,1,162,2024-08-22 03:14:40,Online,Tarjeta débito,2860.89
13535,64,3143,2025-08-10 20:12:26,Tienda,Efectivo,130.55
13536,34,4159,2022-09-07 17:45:11,Tienda,Tarjeta crédito,1698.7
13537,1,63,2022-06-27 19:21:11,Online,Tarjeta crédito,1263.59
13538,19,,2024-10-17 16:39:29,Tienda,Efectivo,215.6
13539,31,,2025-09-30 14:03:49,Tienda,Tarjeta crédito,1185.18
13540,61,2007,2024-02-12 14:07:14,Tienda,Tarjeta crédito,1319.07
13541,35,1195,2025-09-18 09:17:32,Tienda,Tarjeta crédito,1840.41
13542,75,4309,2023-11-09 16:01:06,Tienda,Tarjeta débito,2065.24
13543,99,3359,2025-09-20 04:55:45,Tienda,Tarjeta crédito,1206.73
13544,43,4274,2022-02-01 03:36:42,Tienda,Efectivo,663.66
13545,76,4449,2023-12-02 03:17:21,Tienda,Efectivo,1109.43
13546,62,1435,2023-10-19 19:17:05,Tienda,Tarjeta débito,80.85
13547,66,,2021-11-11 05:27:17,Tienda,Tarjeta débito,600.98
13548,77,3046,2024-12-19 01:40:24,Tienda,Efectivo,2250.52
13549,64,4381,2025-09-28 03:10:13,Tienda,Tarjeta débito,1198.75
13550,100,454,2024-05-20 17:28:57,Tienda,Tarjeta crédito,357.25
13551,52,1760,2021-03-21 12:58:50,Tienda,Efectivo,622.78
13552,70,,2024-05-09 19:59:50,Tienda,Tarjeta crédito,2631.19
13553,60,2133,2023-08-22 16:37:24,Tienda,Tarjeta crédito,2288.91
13554,35,,2023-01-10 17:06:46,Tienda,Tarjeta débito,1346.74
13555,75,947,2025-02-10 09:43:54,Tienda,Tarjeta crédito,1070.06
13556,1,3664,2021-09-26 19:45:11,Online,Tarjeta débito,920.67
13557,20,4465,2023-09-13 14:40:27,Tienda,Efectivo,154.5
13558,24,274,2023-04-21 16:05:53,Tienda,Tarjeta débito,1390.78
13559,95,4391,2023-12-15 13:35:05,Tienda,Tarjeta crédito,566.18
13560,48,,2024-11-21 16:24:39,Tienda,Tarjeta débito,1551.96
13561,38,,2021-09-04 14:33:37,Tienda,Tarjeta crédito,2038.17
13562,8,1014,2024-07-13 01:01:58,Tienda,Efectivo,1925.2
13563,74,4006,2022-11-24 12:00:56,Tienda,Tarjeta débito,1797.33
13564,71,19,2021-09-26 01:44:46,Tienda,Tarjeta débito,2178.5
13565,21,,2025-09-30 05:09:44,Tienda,Tarjeta crédito,20.99
13566,89,1108,2021-12-20 22:11:39,Tienda,Tarjeta débito,1349.67
13567,50,1576,2024-12-16 14:44:47,Tienda,Efectivo,1996.48
13568,79,359,2025-06-08 03:27:24,Tienda,Tarjeta débito,201.64
13569,53,,2022-05-12 15:21:33,Tienda,Tarjeta débito,820.9
13570,37,577,2025-09-09 06:02:54,Tienda,Tarjeta crédito,428.02
13571,28,2059,2023-02-19 21:51:31,Tienda,Tarjeta débito,1252.45
13572,77,,2025-06-11 21:01:30,Tienda,Tarjeta crédito,1104.72
13573,43,4261,2022-03-17 15:50:42,Tienda,Efectivo,1361.93
13574,71,4330,2024-11-14 07:53:28,Tienda,Efectivo,1220.61
13575,64,4997,2021-03-24 10:52:59,Tienda,Tarjeta crédito,1526.18
13576,1,1051,2023-06-21 23:08:22,Tienda,Tarjeta crédito,797.1
13577,5,,2022-05-21 21:20:37,Tienda,Tarjeta crédito,862.51
13578,53,,2022-07-09 04:23:29,Tienda,Tarjeta crédito,1027.82
13579,90,4638,2024-09-22 06:01:12,Tienda,Tarjeta débito,958.67
13580,27,1642,2022-01-09 12:19:53,Tienda,Efectivo,1868.04
13581,78,4192,2025-06-05 20:51:54,Tienda,Tarjeta débito,547.78
13582,37,,2022-04-04 19:56:23,Tienda,Tarjeta crédito,1822.21
13583,25,,2023-06-29 14:30:59,Tienda,Efectivo,1034.72
13584,17,3563,2021-06-08 15:10:30,Tienda,Tarjeta débito,70.06
13585,64,2171,2023-03-19 05:02:36,Tienda,Tarjeta débito,880.04
13586,20,,2025-12-17 06:32:16,Tienda,Tarjeta crédito,1490.55
13587,74,,2024-03-02 16:18:17,Tienda,Tarjeta débito,475.71
13588,91,3371,2021-05-27 02:00:43,Tienda,Tarjeta crédito,646.45
13589,74,3411,2025-04-10 04:09:10,Tienda,Tarjeta débito,414.62
13590,1,238,2023-10-30 22:13:48,Online,Tarjeta crédito,36.79
13591,63,4941,2024-10-19 22:01:16,Tienda,Efectivo,1430.35
13592,1,3010,2022-07-19 20:38:39,Online,Tarjeta crédito,1320.38
13593,54,4163,2023-02-26 03:36:35,Tienda,Tarjeta crédito,1015.41
13594,1,4768,2023-07-08 21:45:23,Online,Tarjeta crédito,1746.88
13595,21,,2021-03-19 20:29:38,Tienda,Tarjeta débito,1212.55
13596,1,126,2022-02-23 22:36:02,Online,Tarjeta crédito,37.8
13597,1,2344,2023-01-01 00:57:55,Online,Tarjeta débito,831.21
13598,87,,2025-03-15 16:24:36,Tienda,Efectivo,1169.1
13599,75,,2025-09-10 02:12:16,Tienda,Tarjeta crédito,1527.16
13600,81,2603,2021-08-15 07:39:44,Tienda,Efectivo,1981.77
13601,99,2410,2023-02-17 03:24:34,Tienda,Tarjeta crédito,786.33
13602,37,338,2021-05-09 05:00:02,Tienda,Tarjeta crédito,523.5
13603,40,4410,2023-03-18 11:34:55,Tienda,Tarjeta débito,1917.57
13604,8,935,2021-03-15 04:11:39,Tienda,Tarjeta débito,1264.44
13605,6,1235,2022-11-10 22:25:29,Tienda,Tarjeta débito,203.32
13606,18,730,2023-08-07 12:31:07,Tienda,Tarjeta crédito,1813.71
13607,75,,2021-03-21 17:49:26,Tienda,Tarjeta crédito,352.92
13608,1,2907,2024-11-01 21:26:39,Online,Tarjeta débito,442.46
13609,4,,2025-05-19 23:00:05,Tienda,Efectivo,1831.96
13610,15,,2023-01-26 17:25:20,Tienda,Efectivo,700.17
13611,2,4098,2025-10-30 12:53:11,Tienda,Efectivo,2046.46
13612,71,4655,2025-02-26 02:54:48,Tienda,Efectivo,41.79
13613,49,31,2025-03-25 09:46:17,Tienda,Efectivo,591.55
13614,39,3178,2023-11-15 09:24:17,Tienda,Tarjeta débito,1362.97
13615,11,4514,2024-07-04 09:00:26,Tienda,Tarjeta crédito,442.72
13616,1,3910,2022-09-09 20:47:16,Online,Tarjeta crédito,1954.13
13617,27,1065,2024-03-17 20:59:50,Tienda,Efectivo,194.42
13618,43,1441,2024-10-16 17:27:09,Tienda,Tarjeta crédito,1502.09
13619,29,1735,2024-10-02 01:00:56,Tienda,Tarjeta débito,1228.15
13620,80,2495,2021-04-24 15:37:51,Tienda,Tarjeta débito,1954.17
13621,25,3063,2021-01-16 22:59:14,Tienda,Efectivo,2399.7
13622,52,4011,2025-05-08 01:43:50,Tienda,Efectivo,483.44
13623,1,307,2024-05-09 14:40:40,Online,Tarjeta débito,403.02
13624,19,,2023-11-22 07:16:29,Tienda,Tarjeta crédito,2059.35
13625,1,2804,2023-03-29 06:06:32,Online,Tarjeta crédito,1567.96
13626,15,,2024-02-07 05:21:39,Tienda,Tarjeta crédito,801.8
13627,68,4837,2025-06-01 12:35:31,Tienda,Tarjeta débito,965.81
13628,10,941,2024-04-23 00:43:13,Tienda,Tarjeta débito,881.83
13629,75,3829,2022-06-26 05:32:58,Tienda,Tarjeta crédito,2332.55
13630,22,,2022-02-28 09:44:53,Tienda,Tarjeta débito,2401.86
13631,68,2208,2023-03-08 07:24:10,Tienda,Tarjeta débito,361.4
13632,71,,2024-10-14 20:42:29,Tienda,Tarjeta débito,1330.98
13633,11,1975,2021-05-20 06:43:35,Tienda,Tarjeta débito,3046.43
13634,85,454,2024-06-24 18:01:05,Tienda,Tarjeta débito,1129.03
13635,13,452,2025-02-15 19:25:10,Tienda,Tarjeta crédito,410.16
13636,74,3730,2024-09-16 09:01:49,Tienda,Tarjeta débito,236.18
13637,49,4018,2021-10-16 05:24:52,Tienda,Tarjeta débito,2073.08
13638,39,2732,2022-05-30 12:30:58,Tienda,Tarjeta crédito,2305.02
13639,84,2408,2023-01-05 22:00:31,Tienda,Tarjeta débito,1596.34
13640,38,441,2022-09-10 08:51:31,Tienda,Tarjeta crédito,1035.06
13641,12,3962,2021-01-17 17:59:14,Tienda,Tarjeta crédito,114.33
13642,93,3298,2022-12-31 05:57:16,Tienda,Efectivo,815.44
13643,98,1359,2022-02-21 22:59:08,Tienda,Efectivo,1090.83
13644,51,3895,2023-12-16 13:20:12,Tienda,Efectivo,141.12
13645,69,4453,2021-12-24 18:48:06,Tienda,Tarjeta débito,1084.71
13646,35,143,2021-05-27 23:40:43,Tienda,Tarjeta débito,927.7
13647,59,1843,2024-08-26 13:03:55,Tienda,Efectivo,1524.99
13648,55,,2024-12-27 00:59:29,Tienda,Tarjeta débito,914.39
13649,3,199,2022-02-20 04:07:41,Tienda,Efectivo,741.42
13650,20,2687,2023-12-08 05:28:50,Tienda,Tarjeta crédito,712.68
13651,17,4314,2022-01-20 14:11:54,Tienda,Tarjeta débito,898.97
13652,80,4266,2025-01-31 22:22:24,Tienda,Tarjeta crédito,569.5
13653,15,830,2024-06-23 21:56:29,Tienda,Tarjeta crédito,670.99
13654,31,,2021-08-02 19:20:13,Tienda,Efectivo,1688.74
13655,54,4768,2023-02-26 22:24:30,Tienda,Tarjeta crédito,1342.82
13656,85,,2024-05-23 07:17:31,Tienda,Efectivo,526.09
13657,91,4703,2023-03-19 02:41:29,Tienda,Tarjeta débito,1596.34
13658,64,,2022-11-23 01:36:02,Tienda,Tarjeta crédito,1279.31
13659,100,1389,2025-02-05 04:14:26,Tienda,Efectivo,1075.78
13660,64,,2023-02-15 20:59:13,Tienda,Tarjeta débito,552.48
13661,81,1284,2025-04-24 00:46:11,Tienda,Tarjeta débito,290.21
13662,67,,2025-03-30 12:59:38,Tienda,Tarjeta débito,1316.19
13663,24,3633,2025-04-21 01:02:02,Tienda,Efectivo,1495.59
13664,15,,2024-05-27 02:22:04,Tienda,Tarjeta crédito,115.4
13665,1,52,2025-06-21 01:09:59,Online,Tarjeta débito,1212.22
13666,64,2518,2022-04-10 17:05:34,Tienda,Efectivo,929.21
13667,49,2420,2021-09-10 18:36:38,Tienda,Tarjeta crédito,540.62
13668,16,1985,2023-10-23 03:19:55,Tienda,Tarjeta crédito,1175.63
13669,1,2744,2025-05-17 01:48:46,Tienda,Tarjeta débito,1831.63
13670,75,1518,2024-03-27 16:25:35,Tienda,Efectivo,545.25
13671,96,3505,2021-12-17 18:00:17,Tienda,Tarjeta crédito,442.58
13672,10,,2024-06-01 12:58:46,Tienda,Tarjeta crédito,151.0
13673,1,,2025-04-11 16:57:52,Tienda,Efectivo,1116.35
13674,82,2438,2024-01-23 20:03:25,Tienda,Efectivo,1017.41
13675,33,311,2024-08-11 18:00:16,Tienda,Tarjeta crédito,1128.03
13676,36,2136,2025-07-30 13:48:14,Tienda,Tarjeta crédito,1482.54
13677,71,,2025-12-18 05:03:20,Tienda,Tarjeta débito,349.73
13678,83,3228,2022-12-29 23:05:19,Tienda,Efectivo,378.21
13679,1,2620,2021-05-06 18:24:00,Online,Tarjeta crédito,701.99
13680,20,2644,2024-07-26 11:14:28,Tienda,Tarjeta crédito,1923.74
13681,81,,2025-07-12 19:09:01,Tienda,Efectivo,1639.32
13682,5,2725,2021-02-06 08:54:27,Tienda,Efectivo,118.2
13683,76,,2025-10-01 06:03:02,Tienda,Tarjeta crédito,122.4
13684,78,1774,2023-11-06 20:42:41,Tienda,Efectivo,1467.89
13685,76,575,2025-06-21 17:10:05,Tienda,Tarjeta débito,968.09
13686,15,1328,2023-05-12 07:25:04,Tienda,Tarjeta crédito,172.88
13687,59,222,2024-09-10 09:01:06,Tienda,Tarjeta débito,1404.12
13688,26,4852,2025-06-12 03:05:53,Tienda,Tarjeta débito,497.06
13689,13,135,2022-04-29 02:39:46,Tienda,Efectivo,1167.54
13690,1,,2021-11-08 09:04:41,Tienda,Tarjeta crédito,1674.02
13691,89,,2023-11-20 17:37:36,Tienda,Tarjeta débito,338.41
13692,92,1290,2022-12-22 18:29:03,Tienda,Efectivo,2042.16
13693,95,,2022-06-22 22:56:18,Tienda,Efectivo,1647.93
13694,13,1272,2025-01-05 09:26:47,Tienda,Tarjeta crédito,420.4
13695,2,,2021-02-08 13:02:48,Tienda,Tarjeta débito,1564.77
13696,69,,2025-07-02 22:18:17,Tienda,Efectivo,2153.27
13697,75,,2023-09-04 04:01:45,Tienda,Efectivo,240.47
13698,63,2889,2023-11-10 05:31:59,Tienda,Efectivo,1461.38
13699,1,2409,2023-02-25 14:07:54,Online,Tarjeta débito,1047.43
13700,51,2364,2021-09-08 07:08:59,Tienda,Tarjeta débito,1057.86
13701,95,574,2023-11-18 00:31:47,Tienda,Tarjeta crédito,1245.63
13702,1,4181,2022-08-04 14:08:25,Online,Tarjeta débito,567.75
13703,69,2817,2021-03-27 03:08:17,Tienda,Efectivo,1704.77
13704,66,148,2025-03-22 23:09:26,Tienda,Tarjeta débito,506.54
13705,71,,2023-06-01 16:12:53,Tienda,Tarjeta crédito,572.02
13706,18,4979,2024-06-05 08:49:25,Tienda,Tarjeta crédito,1399.57
13707,1,2117,2021-01-26 11:05:32,Online,Tarjeta débito,1490.31
13708,95,458,2025-10-03 11:56:58,Tienda,Efectivo,207.33
13709,96,2135,2022-12-09 03:52:33,Tienda,Tarjeta crédito,1176.28
13710,74,,2025-08-16 22:54:49,Tienda,Tarjeta crédito,1878.77
13711,38,1254,2022-12-26 01:45:59,Tienda,Efectivo,1673.41
13712,1,4019,2025-12-03 10:44:47,Online,Tarjeta débito,300.34
13713,44,2461,2021-12-27 19:16:11,Tienda,Efectivo,1694.89
13714,52,4228,2025-02-23 09:46:10,Tienda,Tarjeta crédito,283.12
13715,96,3020,2025-11-17 02:12:28,Tienda,Tarjeta débito,1525.07
13716,79,1747,2022-09-27 23:46:52,Tienda,Tarjeta débito,917.16
13717,21,4708,2022-01-29 20:54:19,Tienda,Tarjeta crédito,1956.68
13718,64,338,2021-04-22 09:04:59,Tienda,Tarjeta débito,1509.01
13719,17,4206,2021-04-19 04:10:40,Tienda,Tarjeta crédito,1020.25
13720,59,30,2021-11-30 15:56:52,Tienda,Tarjeta débito,229.64
13721,5,,2024-01-04 09:15:02,Tienda,Tarjeta crédito,564.47
13722,64,,2023-08-28 16:34:14,Tienda,Efectivo,1690.86
13723,1,345,2024-04-14 20:19:56,Online,Tarjeta débito,468.06
13724,4,3686,2023-02-07 10:21:27,Tienda,Tarjeta débito,1329.0
13725,74,4572,2025-05-05 23:03:25,Tienda,Tarjeta crédito,203.88
13726,39,1014,2021-02-28 16:08:12,Tienda,Tarjeta crédito,1738.53
13727,79,,2022-03-18 10:52:41,Tienda,Tarjeta crédito,2705.59
13728,19,1918,2021-02-04 03:17:48,Tienda,Tarjeta débito,872.35
13729,54,4620,2023-09-17 14:03:41,Tienda,Tarjeta crédito,1522.14
13730,1,1578,2025-10-19 13:12:12,Online,Tarjeta crédito,2032.33
13731,19,3372,2022-06-28 13:59:33,Tienda,Tarjeta débito,188.68
13732,61,,2024-05-17 17:14:22,Tienda,Tarjeta débito,1913.37
13733,1,2261,2023-03-02 19:04:55,Online,Tarjeta crédito,760.69
13734,39,714,2023-10-01 23:24:48,Tienda,Tarjeta débito,1498.15
13735,9,,2022-09-26 05:13:42,Tienda,Tarjeta débito,219.08
13736,32,1992,2023-11-20 11:25:52,Tienda,Efectivo,898.94
13737,40,4886,2024-02-09 06:27:34,Tienda,Tarjeta crédito,1359.62
13738,78,4272,2021-11-18 07:04:45,Tienda,Tarjeta débito,2116.99
13739,66,3130,2024-03-31 09:37:33,Tienda,Tarjeta débito,484.14
13740,81,,2024-06-03 08:15:55,Tienda,Tarjeta débito,2632.2
13741,93,,2023-09-18 10:45:27,Tienda,Tarjeta débito,1126.21
13742,19,3405,2023-08-08 03:11:07,Tienda,Efectivo,1564.82
13743,13,1629,2022-02-23 09:36:14,Tienda,Efectivo,928.62
13744,46,1774,2021-06-02 00:25:59,Tienda,Efectivo,1903.28
13745,1,494,2023-08-10 21:22:17,Online,Tarjeta crédito,658.27
13746,32,4425,2022-11-23 02:14:18,Tienda,Tarjeta débito,510.78
13747,19,354,2022-11-04 10:56:04,Tienda,Efectivo,1200.85
13748,92,3225,2025-09-30 00:30:40,Tienda,Tarjeta crédito,1576.83
13749,9,2352,2022-09-06 09:07:46,Tienda,Tarjeta débito,2116.72
13750,10,,2023-03-30 12:02:19,Tienda,Tarjeta débito,748.4
13751,1,418,2022-03-28 15:34:33,Online,Tarjeta crédito,556.63
13752,5,,2021-08-16 02:22:18,Tienda,Tarjeta débito,1091.9
13753,1,1683,2022-04-20 15:21:23,Online,Tarjeta débito,1719.53
13754,61,,2021-09-03 19:24:09,Tienda,Tarjeta crédito,1416.62
13755,43,3273,2022-04-20 00:58:25,Tienda,Tarjeta débito,1279.88
13756,8,2174,2021-02-03 14:24:45,Tienda,Tarjeta débito,1678.44
13757,79,964,2022-08-29 04:45:50,Tienda,Efectivo,2170.45
13758,3,3977,2024-09-12 03:52:25,Tienda,Tarjeta crédito,1611.6
13759,64,2884,2024-12-02 19:02:35,Tienda,Efectivo,2653.68
13760,80,2543,2021-01-29 13:44:31,Tienda,Efectivo,1523.46
13761,59,,2021-09-22 18:51:24,Tienda,Tarjeta crédito,2140.0
13762,6,2893,2023-08-22 10:56:55,Tienda,Tarjeta débito,1701.25
13763,53,2053,2021-10-21 01:15:53,Tienda,Efectivo,697.61
13764,58,,2021-06-16 15:34:41,Tienda,Tarjeta débito,1401.7
13765,88,3647,2024-11-12 10:40:40,Tienda,Efectivo,1448.17
13766,88,,2021-11-11 19:37:38,Tienda,Tarjeta crédito,1160.26
13767,5,4973,2025-07-15 00:39:19,Tienda,Tarjeta crédito,1030.92
13768,36,3166,2021-06-06 22:23:38,Tienda,Tarjeta crédito,1947.0
13769,9,1817,2023-09-12 15:39:33,Tienda,Efectivo,864.33
13770,17,966,2024-11-03 18:44:26,Tienda,Tarjeta débito,388.56
13771,56,3194,2023-10-17 21:32:06,Tienda,Tarjeta débito,172.9
13772,36,2869,2021-12-11 12:53:39,Tienda,Tarjeta crédito,1343.2
13773,61,2404,2024-06-08 07:08:10,Tienda,Efectivo,2425.61
13774,77,653,2025-08-25 09:37:34,Tienda,Tarjeta débito,126.16
13775,27,3450,2025-06-17 21:39:43,Tienda,Tarjeta crédito,1639.6
13776,46,1801,2022-05-16 16:07:19,Tienda,Tarjeta débito,416.74
13777,79,3360,2022-04-18 01:48:17,Tienda,Tarjeta crédito,524.14
13778,31,,2021-04-29 03:38:31,Tienda,Efectivo,1539.73
13779,83,502,2024-10-31 14:33:45,Tienda,Efectivo,745.35
13780,26,1317,2024-03-11 16:24:39,Tienda,Tarjeta débito,982.01
13781,94,,2023-10-06 00:06:56,Tienda,Efectivo,574.63
13782,34,,2022-10-03 19:05:54,Tienda,Efectivo,1577.03
13783,12,4844,2022-08-05 20:43:28,Tienda,Tarjeta débito,458.05
13784,27,1280,2024-09-26 20:40:40,Tienda,Tarjeta débito,436.76
13785,82,3346,2021-06-08 21:21:51,Tienda,Tarjeta crédito,1673.76
13786,79,805,2022-05-30 12:02:10,Tienda,Efectivo,1287.92
13787,1,1063,2025-06-28 15:56:45,Online,Tarjeta crédito,57.98
13788,51,557,2025-01-18 22:34:30,Tienda,Tarjeta crédito,3008.66
13789,49,4517,2022-12-25 09:33:38,Tienda,Tarjeta crédito,1599.69
13790,2,2891,2025-06-06 06:56:55,Tienda,Efectivo,820.35
13791,74,,2025-11-14 02:54:18,Tienda,Tarjeta débito,852.04
13792,60,844,2025-05-25 02:23:06,Tienda,Tarjeta débito,409.3
13793,80,888,2024-06-04 08:32:27,Tienda,Efectivo,884.71
13794,12,4962,2025-10-26 12:45:05,Tienda,Tarjeta débito,2271.59
13795,70,3927,2024-08-25 05:19:24,Tienda,Efectivo,1462.85
13796,93,4271,2022-03-26 19:55:49,Tienda,Efectivo,1823.61
13797,1,2874,2024-04-18 10:25:01,Online,Tarjeta crédito,1420.96
13798,54,563,2025-03-25 16:47:17,Tienda,Tarjeta crédito,1867.12
13799,84,1366,2024-08-05 10:54:59,Tienda,Tarjeta crédito,1347.05
13800,77,4288,2021-09-12 23:33:44,Tienda,Tarjeta débito,350.8
13801,13,4914,2024-09-24 17:04:08,Tienda,Tarjeta crédito,1037.06
13802,10,2426,2024-12-22 08:49:46,Tienda,Efectivo,679.21
13803,25,,2021-03-21 06:54:29,Tienda,Tarjeta débito,1796.93
13804,33,2792,2022-08-07 14:13:28,Tienda,Tarjeta débito,1351.97
