Fecha,Apertura,Cierre,Maximo,Minimo,Volumen
2019-10-31,91.47,88.46,91.64,83.49,2442099
2019-11-01,87.86,91.23,93.58,87.69,803989
2019-11-04,92.08,95.38,97.16,91.62,1482085
2019-11-05,94.49,92.12,96.88,90.8,1546413
2019-11-06,91.36,91.56,91.72,91.26,850020
2019-11-07,91.92,92.8,93.03,90.53,1196674
2019-11-08,92.51,93.8,93.89,92.51,988430
2019-11-11,93.79,91.74,95.28,90.11,935754
2019-11-12,91.91,92.5,92.67,91.09,1761836
2019-11-13,92.3,88.57,93.6,87.08,1458875
2019-11-14,89.01,84.48,90.39,81.27,1073874
2019-11-15,84.31,86.17,87.79,84.2,1714373
2019-11-18,86.5,89.49,89.57,84.59,1308510
2019-11-19,89.65,88.95,89.76,88.93,1219141
2019-11-20,88.47,86.11,88.93,83.34,2072387
2019-11-21,86.29,87.38,88.0,86.09,1304719
2019-11-22,87.83,88.51,89.48,87.07,908395
2019-11-25,88.81,86.67,89.21,85.79,2310263
2019-11-26,86.18,86.25,86.3,86.16,1054254
2019-11-27,86.02,84.18,86.88,83.72,1766002
2019-11-28,84.54,85.28,85.84,84.13,2003113
2019-11-29,84.82,86.5,86.93,84.06,2083722
2019-12-02,86.49,86.33,86.61,86.28,676812
2019-12-03,85.66,85.07,86.02,84.05,2104703
2019-12-04,85.11,84.0,85.16,82.49,800421
2019-12-05,84.75,84.15,85.5,83.78,1076151
2019-12-06,84.08,83.54,84.28,82.8,803062
2019-12-09,82.88,79.11,85.11,76.99,2326591
2019-12-10,79.02,80.15,81.09,78.42,1405635
2019-12-11,80.35,78.74,81.08,78.04,2312151
2019-12-12,78.57,81.6,85.15,78.25,1089383
2019-12-13,81.03,84.1,86.46,80.75,2345679
2019-12-16,83.49,81.12,86.45,79.2,1230743
2019-12-17,81.29,78.47,81.71,77.17,1260320
2019-12-18,78.2,76.61,78.2,76.42,2288279
2019-12-19,76.72,75.96,77.77,75.55,1674093
2019-12-20,76.15,75.73,76.31,75.66,1641554
2019-12-23,75.48,73.37,75.83,72.33,1256412
2019-12-24,73.91,74.09,74.19,73.82,790306
2019-12-25,73.47,72.13,75.64,71.85,1337772
2019-12-26,72.67,69.16,74.07,68.27,1175286
2019-12-27,69.03,69.62,69.97,68.87,926121
2019-12-30,69.8,69.08,70.14,68.28,1204877
2019-12-31,68.88,67.27,69.94,66.82,1683922
2020-01-01,67.06,67.87,68.18,66.91,658285
2020-01-02,67.82,66.6,67.85,65.49,1261404
2020-01-03,66.44,70.19,72.78,63.36,1233882
2020-01-06,70.29,71.22,71.6,69.96,910875
2020-01-07,70.5,72.45,73.14,69.62,2156516
2020-01-08,72.37,70.86,72.43,69.92,1207492
2020-01-09,71.0,69.42,73.35,66.7,2404986
2020-01-10,69.65,71.14,72.94,67.32,762591
2020-01-13,71.05,71.87,71.89,70.11,1168987
2020-01-14,71.62,73.87,73.97,70.74,1683419
2020-01-15,74.19,74.34,74.34,74.14,2001943
2020-01-16,74.97,74.47,75.36,74.46,652368
2020-01-17,74.77,75.59,75.68,74.39,1954774
2020-01-20,75.59,78.0,81.32,74.51,2061423
2020-01-21,78.49,77.76,78.91,77.37,990527
2020-01-22,77.57,77.81,78.0,77.4,1841500
2020-01-23,77.66,76.08,78.23,75.99,2093263
2020-01-24,76.07,76.04,76.11,76.02,1685436
2020-01-27,76.46,77.68,78.81,75.27,1542877
2020-01-28,77.65,77.61,77.71,77.61,1208502
2020-01-29,77.1,78.88,80.62,76.47,1201517
2020-01-30,79.06,79.66,80.01,79.0,913963
2020-01-31,78.94,80.8,82.52,77.6,827393
2020-02-03,79.65,79.53,79.76,79.45,767807
2020-02-04,79.06,79.92,80.11,78.33,1973908
2020-02-05,79.34,79.5,79.59,79.33,1435947
2020-02-06,78.82,80.52,81.59,76.79,2353829
2020-02-07,80.8,82.32,83.22,80.39,600534
2020-02-10,82.32,82.71,83.17,82.16,1235008
2020-02-11,82.04,82.96,83.35,81.87,936631
2020-02-12,83.57,82.72,83.68,82.55,1522558
2020-02-13,82.57,82.25,82.67,82.18,1538298
2020-02-14,82.23,80.54,84.19,80.27,2024430
2020-02-17,80.41,79.56,81.34,79.42,1619419
2020-02-18,79.69,80.8,82.73,79.11,1941939
2020-02-19,80.75,82.52,82.73,80.49,1421629
2020-02-20,81.41,81.97,82.21,81.17,2069452
2020-02-21,81.94,83.88,84.45,81.49,2122491
2020-02-24,84.21,84.48,84.69,83.99,1376728
2020-02-25,84.01,83.59,84.12,83.19,766638
2020-02-26,83.2,84.94,85.83,82.24,1852931
2020-02-27,85.02,83.58,86.27,81.27,1378801
2020-02-28,83.23,81.78,83.27,80.94,1963785
2020-03-02,81.67,83.91,84.56,80.75,1670665
2020-03-03,84.51,83.61,85.45,82.98,1671228
2020-03-04,83.44,84.91,86.4,82.75,1271909
2020-03-05,85.37,86.34,87.07,85.3,1548946
2020-03-06,86.04,87.65,89.6,83.41,1458015
2020-03-09,87.87,89.9,90.55,86.94,1331101
2020-03-10,89.94,88.74,90.43,88.61,1152199
2020-03-11,88.33,88.77,88.95,87.96,1265731
2020-03-12,88.69,89.92,91.5,88.68,1257682
2020-03-13,90.15,91.22,91.7,89.42,1659441
2020-03-16,91.4,95.08,96.3,90.31,2147124
2020-03-17,94.78,96.86,98.99,92.46,803634
2020-03-18,96.23,99.26,100.44,92.55,1216573
2020-03-19,99.26,102.24,102.91,98.79,2226427
2020-03-20,102.85,103.23,103.67,102.62,946819
2020-03-23,103.95,105.31,105.45,102.82,927716
2020-03-24,104.41,104.45,104.47,104.38,1310985
2020-03-25,103.77,103.63,103.84,103.62,1263928
2020-03-26,103.42,108.38,109.34,100.34,2842130
2020-03-27,109.37,110.26,110.43,109.3,1691458
2020-03-30,109.64,108.03,110.12,106.35,1153228
2020-03-31,108.08,105.27,108.52,104.27,1874152
2020-04-01,105.69,111.76,115.71,100.88,2976928
2020-04-02,112.0,111.82,112.08,111.69,1275494
2020-04-03,112.35,113.67,114.49,111.82,2049053
2020-04-06,113.5,114.7,115.79,112.81,1803150
2020-04-07,115.4,115.21,115.52,115.14,1050882
2020-04-08,114.45,113.57,114.8,113.27,2124559
2020-04-09,113.25,112.63,113.77,112.27,1211114
2020-04-10,112.52,113.61,113.69,112.42,714340
2020-04-13,113.22,111.45,114.52,110.3,978305
2020-04-14,111.7,110.33,112.19,109.95,2074680
2020-04-15,109.98,111.93,112.47,109.75,1039171
2020-04-16,111.67,113.6,114.07,108.06,992084
2020-04-17,112.66,112.19,112.93,111.63,1406839
2020-04-20,112.84,112.8,112.86,112.78,588749
2020-04-21,110.91,112.94,113.24,109.78,815811
2020-04-22,112.53,117.2,122.85,108.62,2492491
2020-04-23,117.12,121.64,122.27,115.87,2452382
2020-04-24,121.36,125.69,127.82,117.92,1374397
2020-04-27,124.88,125.19,125.31,124.8,1039674
2020-04-28,125.63,130.88,131.31,120.56,1952123
2020-04-29,130.46,134.67,134.81,124.87,2512378
2020-04-30,134.82,134.13,135.43,134.1,1613320
2020-05-01,135.44,133.9,135.96,133.34,1401126
2020-05-04,133.87,136.02,136.79,133.4,1564422
2020-05-05,136.19,133.98,137.24,133.97,2193514
2020-05-06,134.86,133.18,135.88,133.1,1101223
2020-05-07,132.19,135.08,136.48,131.75,1107524
2020-05-08,135.73,136.35,136.7,135.69,2002253
2020-05-11,136.35,139.69,142.99,132.94,1813333
2020-05-12,139.52,143.37,148.15,134.15,1050630
2020-05-13,144.87,146.24,147.3,143.5,1413091
2020-05-14,145.62,147.42,148.2,144.83,838466
2020-05-15,147.1,144.59,149.4,142.16,739895
2020-05-18,144.2,144.97,145.33,143.41,1995315
2020-05-19,145.6,149.32,151.05,141.53,1144757
2020-05-20,149.01,144.84,154.22,141.12,2277429
2020-05-21,145.4,147.3,147.85,144.75,1569328
2020-05-22,146.03,148.94,150.11,145.49,742879
2020-05-25,150.14,156.49,162.96,146.8,2322950
2020-05-26,154.86,160.44,162.45,153.78,2602921
2020-05-27,161.56,164.31,165.06,160.5,1104866
2020-05-28,165.33,162.83,166.88,161.31,1483049
2020-05-29,162.87,162.97,163.0,162.82,1254587
2020-06-01,164.34,160.53,164.46,159.93,752818
2020-06-02,161.03,162.99,164.7,159.95,1431312
2020-06-03,162.74,167.95,172.37,159.13,2065891
2020-06-04,166.26,171.45,172.33,159.32,2104541
2020-06-05,171.08,171.2,171.25,170.98,548740
2020-06-08,170.87,177.16,183.72,166.49,767600
2020-06-09,175.44,179.72,181.47,173.76,997243
2020-06-10,178.13,178.0,178.17,177.93,549597
2020-06-11,179.21,179.28,179.34,179.15,1651810
2020-06-12,180.66,179.25,181.22,177.97,1071345
2020-06-15,179.84,180.55,180.92,179.58,630504
2020-06-16,179.62,188.17,192.64,178.29,2811642
2020-06-17,188.07,194.33,198.76,187.23,1249103
2020-06-18,192.49,195.54,200.07,189.96,1517231
2020-06-19,195.19,189.3,203.34,181.55,2334117
2020-06-22,188.88,190.35,191.41,186.28,1210844
2020-06-23,191.29,199.1,204.15,187.76,1271411
2020-06-24,199.85,202.83,204.24,198.05,1272112
2020-06-25,204.34,213.32,217.1,200.54,1895045
2020-06-26,213.41,214.48,214.71,213.25,1994242
2020-06-29,217.83,226.93,237.76,204.78,1492988
2020-06-30,228.16,229.02,229.24,227.47,568618
2020-07-01,229.34,230.51,231.3,228.78,534539
2020-07-02,230.1,223.3,237.34,215.86,2063901
2020-07-03,221.65,225.51,231.47,217.44,1591844
2020-07-06,225.96,227.53,229.3,225.82,1338253
2020-07-07,228.26,234.85,246.42,227.47,1422147
2020-07-08,235.62,241.71,242.11,233.14,1633942
2020-07-09,241.81,246.14,250.39,239.98,1892410
2020-07-10,245.79,242.62,248.54,241.24,596543
2020-07-13,242.53,244.45,245.78,241.19,1678763
2020-07-14,243.29,249.43,250.87,241.07,705711
2020-07-15,249.41,244.76,251.93,242.89,894144
2020-07-16,245.62,245.28,245.92,245.01,1739902
2020-07-17,245.7,247.37,247.71,245.32,1369979
2020-07-20,247.25,243.58,248.32,241.59,615074
2020-07-21,245.45,246.53,246.68,244.02,1668418
2020-07-22,245.58,253.15,256.38,242.12,1710720
2020-07-23,253.67,258.62,265.82,245.19,774271
2020-07-24,258.74,260.37,261.9,258.45,933932
2020-07-27,258.1,256.05,258.75,254.74,1135644
2020-07-28,256.7,253.74,258.73,251.48,908473
2020-07-29,253.9,256.96,259.19,252.12,909870
2020-07-30,258.11,265.26,270.46,249.67,1378808
2020-07-31,264.52,269.18,271.26,261.49,1543437
2020-08-03,267.54,271.69,277.93,260.37,1706001
2020-08-04,272.52,278.79,281.84,269.28,915197
2020-08-05,278.31,282.41,285.42,276.92,1063959
2020-08-06,283.59,303.82,323.67,256.94,1349601
2020-08-07,304.64,305.7,306.73,304.29,535797
2020-08-10,305.42,311.21,317.82,298.54,1069416
2020-08-11,308.54,324.33,331.75,285.62,1612900
2020-08-12,321.47,317.38,323.3,313.88,1072220
2020-08-13,312.57,312.12,312.69,311.82,746732
2020-08-14,310.29,319.03,319.78,304.01,1149188
2020-08-17,320.28,333.12,343.02,313.46,2694539
2020-08-18,337.77,334.4,340.97,331.22,861382
2020-08-19,335.98,330.33,339.85,329.11,585576
2020-08-20,332.02,328.0,333.33,326.36,635503
2020-08-21,328.88,322.48,330.23,320.74,2137398
2020-08-24,320.62,317.48,322.23,314.28,581353
2020-08-25,315.26,315.87,316.96,314.19,1292725
2020-08-26,318.6,316.32,319.46,312.51,1845841
2020-08-27,312.9,310.5,314.28,308.7,1990548
2020-08-28,310.02,311.2,311.41,309.24,1241878
2020-08-31,307.65,291.57,314.49,281.83,2033477
2020-09-01,291.3,291.11,291.38,291.07,745474
2020-09-02,292.05,303.08,313.72,288.83,1658756
2020-09-03,306.72,309.01,310.39,304.61,1620065
2020-09-04,311.77,312.1,312.31,311.57,623956
2020-09-07,310.87,310.44,311.08,310.14,1684411
2020-09-08,311.36,312.58,313.02,310.77,1040705
2020-09-09,311.9,312.32,312.59,311.69,1476010
2020-09-10,311.51,318.68,324.96,306.22,2151663
2020-09-11,319.43,321.3,321.98,318.19,1943832
2020-09-14,320.55,329.45,329.81,320.25,1367558
2020-09-15,329.43,338.1,339.21,328.05,1669499
2020-09-16,336.52,334.5,338.26,334.07,1705054
2020-09-17,332.46,322.88,336.55,319.99,1413879
2020-09-18,321.84,329.75,331.77,314.59,1930854
2020-09-21,330.85,333.52,338.06,327.23,2062064
2020-09-22,333.14,327.65,334.43,325.19,1257297
2020-09-23,328.65,335.0,336.4,328.08,1841398
2020-09-24,332.17,334.24,335.79,332.14,1228916
2020-09-25,333.02,332.91,333.04,332.87,1513302
2020-09-28,332.22,333.23,333.46,332.09,900553
2020-09-29,335.72,336.32,336.55,334.98,1756829
2020-09-30,333.73,322.83,335.6,318.29,757968
2020-10-01,323.47,327.84,331.45,321.46,839848
2020-10-02,326.25,335.32,338.1,324.45,1613610
2020-10-05,332.26,333.36,333.66,331.87,1811339
2020-10-06,335.52,334.68,336.15,333.86,867628
2020-10-07,335.48,336.49,336.85,334.29,1750811
2020-10-08,339.3,323.56,345.82,313.29,1144729
2020-10-09,322.88,326.36,328.48,321.97,1005577
2020-10-12,327.23,321.33,332.26,316.15,834935
2020-10-13,320.43,316.38,322.57,315.03,1886130
2020-10-14,317.36,325.88,327.28,314.49,652087
2020-10-15,324.04,329.0,331.58,323.73,2190314
2020-10-16,327.75,324.94,328.78,323.69,938184
2020-10-19,326.16,326.14,326.21,326.1,822427
2020-10-20,328.26,331.69,333.71,327.36,843135
2020-10-21,333.95,330.48,338.44,328.68,1570591
2020-10-22,328.36,316.69,340.43,299.58,859153
2020-10-23,316.7,306.24,321.46,306.11,1193011
2020-10-26,310.39,312.52,313.81,307.49,1792045
2020-10-27,311.97,309.06,315.06,306.17,1572248
2020-10-28,309.09,309.85,310.19,308.06,1983368
2020-10-29,311.09,320.0,323.29,305.16,2092755
2020-10-30,318.35,320.89,322.92,316.06,1788573
2020-11-02,319.32,329.04,336.23,318.46,681388
2020-11-03,328.56,330.0,332.13,326.1,982376
2020-11-04,328.95,329.71,330.21,328.15,1284773
2020-11-05,330.03,328.84,331.43,328.07,640027
2020-11-06,325.7,328.58,331.24,320.95,1859868
2020-11-09,326.38,322.63,327.19,321.15,997838
2020-11-10,323.36,313.11,325.6,308.77,1754594
2020-11-11,315.67,301.84,317.12,284.09,2642087
2020-11-12,301.05,302.41,302.59,299.3,1649976
2020-11-13,301.67,301.67,301.68,301.66,534763
2020-11-16,300.14,296.19,303.04,289.94,566129
2020-11-17,297.14,293.77,299.29,289.32,761312
2020-11-18,291.31,286.63,295.35,283.12,740235
2020-11-19,285.69,282.05,290.52,277.92,2150833
2020-11-20,280.27,283.92,284.91,278.41,1311377
2020-11-23,286.84,285.83,286.99,285.53,1669235
2020-11-24,286.93,291.77,295.6,283.68,1548824
2020-11-25,295.89,291.81,297.93,291.44,682720
2020-11-26,291.68,285.67,297.81,278.65,1750524
2020-11-27,287.34,275.83,306.03,263.85,1382690
2020-11-30,275.54,280.88,286.14,274.74,2132167
2020-12-01,278.99,274.28,279.82,271.41,1420340
2020-12-02,276.0,277.77,280.14,272.99,1063186
2020-12-03,277.3,275.26,277.48,274.8,822025
2020-12-04,275.67,277.83,278.91,274.71,1986794
2020-12-07,276.08,281.09,283.73,275.61,2224624
2020-12-08,280.55,275.56,285.64,273.66,590564
2020-12-09,275.32,280.65,283.77,272.49,1398199
2020-12-10,280.86,287.24,287.45,277.56,1036719
2020-12-11,287.83,280.09,294.17,268.83,2416303
2020-12-14,280.81,285.0,287.27,279.13,1336992
2020-12-15,286.93,296.61,297.0,279.54,2105650
2020-12-16,298.82,293.45,299.55,291.79,2088816
2020-12-17,292.86,297.03,298.62,291.75,2237059
2020-12-18,297.3,295.04,298.08,294.12,1364233
2020-12-21,293.67,288.19,295.81,286.7,761065
2020-12-22,287.04,285.83,287.2,285.25,1644538
2020-12-23,287.55,284.9,291.57,283.96,1568381
2020-12-24,284.11,281.33,285.33,280.26,1460183
2020-12-25,281.28,275.95,284.94,271.39,1993634
2020-12-28,277.54,275.4,278.48,274.3,624406
2020-12-29,274.88,279.79,283.54,271.4,1568064
2020-12-30,279.07,289.59,292.07,270.82,1400374
2020-12-31,285.05,281.66,286.28,281.08,868818
2021-01-01,284.37,275.48,290.73,270.24,1396670
2021-01-04,275.36,285.22,288.27,272.93,1963362
2021-01-05,284.85,284.31,285.51,284.14,867514
2021-01-06,282.47,280.3,282.81,279.86,1812246
2021-01-07,280.62,278.32,281.5,276.9,1813402
2021-01-08,276.23,279.11,280.36,274.89,2151137
2021-01-11,281.64,281.21,281.73,281.04,1011005
2021-01-12,281.1,284.8,288.73,279.41,1977446
2021-01-13,285.3,272.72,290.16,268.65,2810670
2021-01-14,273.32,267.85,275.35,267.11,673043
2021-01-15,268.73,265.35,271.08,261.27,704800
2021-01-18,266.88,270.5,276.21,266.59,1370530
2021-01-19,268.32,261.06,271.7,253.4,804250
2021-01-20,261.01,262.75,263.84,259.7,1188510
2021-01-21,263.62,260.02,263.88,259.0,736373
2021-01-22,258.7,257.94,258.83,257.67,1262446
2021-01-25,257.39,254.2,262.28,253.44,2244388
2021-01-26,255.32,247.99,261.0,246.05,2528454
2021-01-27,248.11,244.62,249.06,241.63,896719
2021-01-28,242.65,241.95,242.72,241.86,1153095
2021-01-29,241.89,231.88,251.0,230.48,2179077
2021-02-01,232.42,227.62,234.31,222.97,832363
2021-02-02,226.35,225.06,227.4,223.89,1999047
2021-02-03,223.07,234.25,236.08,209.0,1730936
2021-02-04,233.3,229.86,238.85,223.87,2066946
2021-02-05,229.32,232.23,233.73,225.61,1414003
2021-02-08,232.35,230.05,233.25,228.62,1829551
2021-02-09,230.84,232.97,236.38,230.1,759884
2021-02-10,235.41,235.95,236.18,235.26,1504908
2021-02-11,231.42,234.91,235.42,230.79,2254999
2021-02-12,234.35,228.76,235.57,222.49,2077989
2021-02-15,227.86,221.22,235.92,220.27,1456135
2021-02-16,219.76,218.76,220.22,217.67,1840726
2021-02-17,219.77,215.57,220.89,214.95,1742268
2021-02-18,216.53,214.21,217.61,213.23,1125556
2021-02-19,215.34,216.7,217.42,213.43,1160446
2021-02-22,216.41,223.08,233.2,207.54,2425737
2021-02-23,222.88,226.77,226.85,220.74,1476767
2021-02-24,227.28,225.28,227.83,224.65,1132458
2021-02-25,225.41,229.76,236.01,224.39,1874203
2021-02-26,227.75,223.15,229.76,221.73,1853386
2021-03-01,222.32,223.81,223.84,219.83,1538510
2021-03-02,222.55,216.99,223.2,214.09,937008
2021-03-03,219.66,221.12,221.15,219.64,1715494
2021-03-04,222.25,217.47,225.15,213.44,1106309
2021-03-05,217.63,211.25,222.44,207.58,1849903
2021-03-08,213.01,212.45,213.5,211.81,1178641
2021-03-09,213.99,210.08,216.11,210.0,1919528
2021-03-10,210.21,205.91,210.6,203.5,1467727
2021-03-11,206.16,200.89,214.04,197.33,2422802
2021-03-12,200.48,201.75,202.33,199.64,1461826
2021-03-15,201.81,206.83,209.62,193.09,845244
2021-03-16,207.65,207.85,208.07,207.41,1784895
2021-03-17,206.84,199.55,220.02,187.38,934616
2021-03-18,199.21,202.44,204.6,197.14,1141764
2021-03-19,202.06,201.72,202.26,201.59,1819555
2021-03-22,202.16,207.97,209.73,201.44,1046294
2021-03-23,208.65,208.1,208.95,207.71,1665546
2021-03-24,208.21,211.15,211.87,207.4,1445538
2021-03-25,210.95,208.49,212.37,206.4,2170830
2021-03-26,209.52,209.84,209.98,209.37,1638617
2021-03-29,209.23,202.44,215.07,192.5,2153630
2021-03-30,202.94,194.92,212.14,192.83,852863
2021-03-31,195.15,198.3,200.89,191.91,1358165
2021-04-01,197.15,205.79,212.79,187.88,1019295
2021-04-02,205.2,204.99,205.23,204.96,526153
2021-04-05,205.45,205.39,205.47,205.37,1936978
2021-04-06,206.25,201.14,208.45,200.79,2118587
2021-04-07,201.96,196.89,203.85,188.25,2144055
2021-04-08,196.87,197.62,197.77,196.52,777182
2021-04-09,199.37,203.1,203.75,196.28,1104902
2021-04-12,202.2,198.43,204.41,197.68,1498919
2021-04-13,198.77,200.26,200.98,198.49,1560025
2021-04-14,201.25,198.54,202.65,197.73,1888704
2021-04-15,197.0,195.58,197.84,195.33,1383493
2021-04-16,197.74,191.31,202.97,191.13,1510547
2021-04-19,192.4,199.4,202.72,191.46,2217898
2021-04-20,200.67,195.7,204.56,194.45,2111531
2021-04-21,196.87,202.89,207.29,193.39,2020597
2021-04-22,201.5,199.26,201.85,198.41,1879439
2021-04-23,200.11,199.15,200.24,198.82,537699
2021-04-26,198.23,202.4,205.85,197.68,920053
2021-04-27,201.39,193.48,202.66,188.91,2445535
2021-04-28,192.63,186.22,198.39,179.45,902200
2021-04-29,186.7,189.05,192.07,185.84,1288485
2021-04-30,188.4,187.6,188.8,187.31,561557
2021-05-03,186.14,185.92,186.2,185.81,1972462
2021-05-04,186.8,186.77,186.83,186.75,1806018
2021-05-05,186.11,183.97,188.74,181.2,647149
2021-05-06,181.81,181.24,182.08,180.71,1611752
2021-05-07,181.47,179.81,182.55,179.47,1374828
2021-05-10,177.78,178.75,179.57,177.39,1967256
2021-05-11,178.33,171.22,182.64,169.49,868734
2021-05-12,172.47,166.34,172.99,163.65,2343590
2021-05-13,167.39,161.66,168.14,161.22,1300322
2021-05-14,163.75,164.72,165.59,163.16,1281909
2021-05-17,165.66,164.32,166.1,164.19,1983124
2021-05-18,164.31,160.74,166.65,158.81,1201742
2021-05-19,161.18,159.36,163.36,157.21,1176900
2021-05-20,159.87,157.39,161.64,157.01,622322
2021-05-21,157.43,156.56,157.7,156.28,1604187
2021-05-24,156.96,154.79,158.14,153.64,1258062
2021-05-25,155.18,160.54,163.27,152.66,1386563
2021-05-26,160.74,156.93,161.91,154.08,1075729
2021-05-27,157.87,160.37,163.87,155.7,1567773
2021-05-28,161.0,166.23,167.85,159.85,737414
2021-05-31,167.18,171.34,174.87,160.77,1297230
2021-06-01,171.51,172.96,174.0,171.24,1503981
2021-06-02,172.68,172.16,173.35,171.64,1066693
2021-06-03,173.91,174.4,174.78,173.51,1548029
2021-06-04,174.26,176.62,176.78,170.93,1393105
2021-06-07,178.7,173.73,183.66,173.64,1162020
2021-06-08,174.47,176.8,177.64,171.43,1885086
2021-06-09,178.34,180.81,182.23,175.58,637952
2021-06-10,179.54,173.54,179.96,171.44,2272139
2021-06-11,174.1,174.77,175.56,174.01,1860623
2021-06-14,174.87,167.72,180.75,165.34,800841
2021-06-15,167.96,161.86,168.69,157.3,2719285
2021-06-16,160.99,156.26,163.92,149.51,1733793
2021-06-17,157.86,155.92,157.99,154.83,1353941
2021-06-18,156.81,153.77,161.62,152.45,2163957
2021-06-21,153.27,157.45,159.62,151.81,1194789
2021-06-22,158.44,163.13,164.24,156.98,2352631
2021-06-23,163.18,166.09,168.61,162.48,1245377
2021-06-24,166.74,168.86,170.98,164.81,1050876
2021-06-25,169.86,166.34,170.67,163.99,1849246
2021-06-28,166.04,173.23,184.24,165.75,2026271
2021-06-29,172.22,166.48,177.45,165.48,1992722
2021-06-30,165.5,168.7,172.97,163.66,1552292
2021-07-01,167.97,168.42,169.09,167.48,1961703
2021-07-02,170.22,174.76,174.96,165.41,2353701
2021-07-05,175.09,180.42,181.38,168.03,1206777
2021-07-06,181.54,188.1,191.4,180.86,1221959
2021-07-07,187.64,191.92,193.77,184.45,1730931
2021-07-08,192.28,193.98,194.62,192.21,1170759
2021-07-09,194.4,192.34,195.37,192.05,1270017
2021-07-12,191.59,199.53,201.44,187.95,2648932
2021-07-13,197.93,191.65,201.14,186.35,2231804
2021-07-14,190.8,192.65,193.38,190.03,1990158
2021-07-15,190.94,190.72,191.01,190.55,789807
2021-07-16,190.58,197.41,203.48,186.64,2142021
2021-07-19,197.75,198.26,198.75,197.6,933172
2021-07-20,199.13,194.04,206.38,188.58,1013050
2021-07-21,193.93,195.81,196.49,193.79,777115
2021-07-22,194.77,192.05,198.34,190.82,989102
2021-07-23,191.84,194.02,194.99,190.27,1538777
2021-07-26,194.56,188.36,194.6,186.76,920063
2021-07-27,187.31,190.85,192.39,186.98,635627
2021-07-28,191.26,189.57,191.83,189.05,2097836
2021-07-29,188.63,198.28,209.45,177.91,1281294
2021-07-30,197.71,191.65,198.01,182.77,928258
2021-08-02,191.97,195.38,196.82,191.15,2106639
2021-08-03,193.78,189.06,198.21,187.21,2397567
2021-08-04,189.3,189.73,189.79,189.17,1737397
2021-08-05,189.86,192.05,193.61,187.1,1179920
2021-08-06,192.84,190.68,194.32,186.76,2111791
2021-08-09,191.38,190.32,192.28,188.84,1266900
2021-08-10,189.68,188.74,190.6,187.68,969175
2021-08-11,188.17,189.48,190.53,188.14,807224
2021-08-12,190.58,198.08,203.12,186.04,1371437
2021-08-13,196.93,199.03,200.65,193.72,1533269
2021-08-16,199.37,195.75,199.85,194.1,719790
2021-08-17,195.57,193.71,196.9,191.04,1418854
2021-08-18,192.71,197.65,202.97,190.37,817079
2021-08-19,196.28,197.44,198.49,194.41,1336089
2021-08-20,198.2,199.8,200.6,196.73,903408
2021-08-23,199.01,189.43,206.33,189.12,2655255
2021-08-24,189.83,187.15,192.74,186.85,1296090
2021-08-25,187.7,188.24,188.28,187.42,1033393
2021-08-26,188.15,189.91,190.48,185.83,643009
2021-08-27,191.57,191.03,192.13,190.79,1792694
2021-08-30,189.51,196.82,198.48,185.48,1407089
2021-08-31,198.23,197.84,198.44,197.54,1712994
2021-09-01,199.86,209.61,212.51,189.15,1432440
2021-09-02,209.97,215.0,220.55,204.13,917845
2021-09-03,213.64,210.34,217.58,208.58,1858831
2021-09-06,208.85,216.85,227.55,200.26,728696
2021-09-07,218.51,222.38,226.16,213.82,2303510
2021-09-08,222.07,219.87,224.15,217.44,1717111
2021-09-09,219.78,227.91,232.61,211.06,1811235
2021-09-10,228.86,233.77,237.68,222.89,2104218
2021-09-13,231.99,231.74,232.22,231.66,511310
2021-09-14,230.64,232.81,233.69,230.47,1017434
2021-09-15,232.21,236.39,241.73,225.85,782963
2021-09-16,236.92,237.89,238.84,236.33,590186
2021-09-17,238.69,246.13,250.75,234.65,2372604
2021-09-20,246.21,255.73,260.86,243.2,2432527
2021-09-21,257.33,257.13,257.34,257.07,1870041
2021-09-22,256.19,255.38,256.53,255.24,573702
2021-09-23,253.2,257.7,258.0,253.01,1932810
2021-09-24,254.95,256.49,259.16,252.85,1937876
2021-09-27,255.2,249.95,258.83,246.94,2386262
2021-09-28,249.63,258.51,259.31,246.8,1497123
2021-09-29,259.87,252.91,264.59,249.68,2440786
2021-09-30,253.89,254.25,254.68,253.47,1047959
2021-10-01,255.79,259.76,260.47,255.48,981315
2021-10-04,258.85,256.14,259.62,255.56,944811
2021-10-05,253.87,256.55,256.74,251.53,1098249
2021-10-06,254.9,262.09,273.15,251.78,1285055
2021-10-07,263.11,265.45,265.65,262.37,718631
2021-10-08,264.2,264.72,265.71,263.83,1425779
2021-10-11,263.65,275.19,276.16,254.79,1263821
2021-10-12,274.18,274.99,275.56,273.61,1148583
2021-10-13,275.83,274.42,276.49,274.23,1009232
2021-10-14,270.78,266.51,274.72,262.14,1086786
2021-10-15,265.65,258.44,277.25,256.09,646297
2021-10-18,258.55,255.98,259.44,254.33,1387487
2021-10-19,256.53,261.15,265.21,255.87,1590862
2021-10-20,260.6,255.12,260.85,255.07,645250
2021-10-21,254.15,253.12,254.28,252.59,1859281
2021-10-22,251.63,259.37,268.22,243.52,2361410
2021-10-25,259.65,267.64,277.19,259.58,2599378
2021-10-26,267.47,263.01,269.25,262.52,1274711
2021-10-27,262.4,259.27,268.59,258.56,1778281
2021-10-28,258.64,257.96,258.85,257.25,989918
2021-10-29,258.25,263.96,271.83,255.45,1232833
