Genre,ArtistName,TrackName,Popularity,Duration
Rap,A Boogie Wit da Hoodie,Voices In My Head,72,142
Folk,John Mellencamp,Jack & Diane,72,254
Dance,Harry Styles,Two Ghosts,72,229
Dance,P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",72,215
Dance,Justin Timberlake,What Goes Around.../...Comes Around (Interlude),72,448
Rap,Fergie,Fergalicious,72,292
Rock,Jósean Log,Chachachá,72,215
Dance,Bag Raiders,Shooting Stars,72,235
Dance,Hardwell,How You Love Me (feat. Conor Maynard & Snoop Dogg),72,194
Rap,"Tyler, The Creator",Who Dat Boy,72,205
Pop,Kodak Black,No Flockin,72,165
Rap,A Boogie Wit da Hoodie,Odee,72,160
Rock,System Of A Down,Lonely Day,72,167
Rock,Dread Mar I,Tu Sin Mi,72,245
Rap,YBN Nahmir,Rubbin Off The Paint,72,157
Pop,Cashmere Cat,Quit (feat. Ariana Grande),72,258
Reggaeton,Karol G,Pineapple,72,178
Rap,Gunna,Top Off,72,197
Dance,ZAYN,Too Much (feat. Timbaland),72,187
Rock,Roy Orbison,"Oh, Pretty Woman",72,178
Alternative,Rammstein,DEUTSCHLAND,72,322
Rock,Stealers Wheel,Stuck In The Middle With You,72,203
Rap,Kanye West,Ultralight Beam,72,320
Dance,Ariana Grande,Greedy,72,214
Pop,Bruno Mars,Count on Me - EP Version,72,197
Dance,Baby Bash,Suga Suga,72,239
R&B,Whitney Houston,How Will I Know,72,275
Rap,Kanye West,Violent Crimes,72,215
Country,Kane Brown,Lost in the Middle of Nowhere (feat. Becky G),72,188
Rap,Drake,Legend,72,241
Rap,21 Savage,gun smoke,72,167
Rap,Gunna,Out The Hood,72,155
Reggaeton,Gigolo Y La Exce,Sexto Sentido (feat. Bad Bunny),72,227
Pop,Tyga,Dip,72,127
Pop,Tracy Chapman,Give Me One Reason,72,268
Pop,CNCO,Mamita,72,174
Rap,KIDS SEE GHOSTS,4th Dimension,72,153
Pop,MOMOLAND,BAAM,72,208
Hip-Hop,Jeremih,Down On Me,72,228
Dance,DJ Snake,Turn Down for What,72,213
Rap,21 Savage,out for the night - part 2,72,235
Pop,Justin Bieber,Purpose,72,210
Rap,Kehlani,RPG (feat. 6lack),72,236
Dance,Troye Sivan,Bloom,72,222
Pop,Selena Gomez & The Scene,Who Says,72,195
Rock,Zac Brown Band,Someone I Used To Know,72,209
Pop,Jack & Jack,Day Dreaming,72,211
Children’s Music,Disturbed,Stricken,72,245
Pop,Maroon 5,Payphone,72,231
Pop,Tal Bachman,She's so High,72,224
Hip-Hop,Ski Mask The Slump God,He Diddy!,72,74
Rock,Bring Me The Horizon,nihilist blues (feat. Grimes),72,325
Pop,Maite Perroni,Loca (feat. Cali Y El Dandee),72,234
Alternative,DaniLeigh,Easy - Remix,72,186
Rock,Duran Duran,Ordinary World,72,340
Rap,Slipknot,The Devil In I,72,342
Reggaeton,Chris Jeday,Ahora Dice - Real Hasta La Muerte Remix,72,275
Pop,Lizzo,Good as Hell,72,159
Pop,Train,Marry Me,72,205
Reggaeton,Alex Sensation,La Diabla,72,202
Pop,Train,Drive By,72,195
Hip-Hop,Daddy Yankee,Donde Estan Las Gatas (feat. Nicky Jam),72,170
Folk,Bob Seger,Old Time Rock & Roll,72,194
Pop,Banda Los Sebastianes,A Través Del Vaso,72,180
R&B,Little Mix,Think About Us,72,235
Soul,Rag'n'Bone Man,Skin,72,239
Rock,Imagine Dragons,Cool Out,72,217
Rock,Eric Clapton,Wonderful Tonight,72,225
Pop,Kodaline,All I Want,72,305
Pop,BLACKPINK,Forever Young,72,237
Dance,Mariah Carey,We Belong Together,72,201
Hip-Hop,Brennan Savage,Look at Me Now,72,150
Rock,Fall Out Boy,Uma Thurman,72,211
Folk,Cream,Sunshine Of Your Love,72,250
Rock,Imagine Dragons,Rise Up,72,231
Hip-Hop,Bhavi,No Lo Entiendo,72,176
Rock,The Doors,Break On Through (To The Other Side),72,145
Indie,The Smiths,There Is a Light That Never Goes Out - 2011 Remaster,72,244
Pop,Ed Sheeran,Sing,72,235
Hip-Hop,Lartiste,Mafiosa (feat. Caroliina),72,193
Pop,Shawn Mendes,Because I Had You,72,142
Soul,Otis Redding,(Sittin' On) The Dock of the Bay - Mono,72,163
Pop,Calvin Harris,Feels,72,223
Pop,My Chemical Romance,Helena (So Long & Goodnight),72,204
Pop,Marshmello,Summer,72,233
Pop,Lorde,Liability,72,171
Pop,Tiësto,Grapevine,72,150
Pop,EXO,Monster,72,221
Pop,Billie Eilish,COPYCAT - Sofi Tukker Remix,72,198
Pop,Michael Jackson,P.Y.T. (Pretty Young Thing),72,238
Hip-Hop,Lil Pump,ION (feat. Smokepurpp),72,141
Soundtrack,Hans Zimmer,Time,72,275
Pop,Ariana Grande,Best Mistake,72,233
Soundtrack,Max Richter,A Catalogue Of Afternoons,72,110
Pop,Michael Jackson,Remember the Time,72,239
Rock,Melendi,Destino o casualidad,72,258
Rock,Phil Collins,Against All Odds (Take a Look at Me Now) - 2016 Remaster,72,206
Pop,ARTY,Save Me Tonight,72,170
Pop,Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),72,214
Movie,Idina Menzel,"Let It Go - From ""Frozen""/Soundtrack Version",72,223
Pop,Matoma,Old Thing Back (feat. Ja Rule and Ralph Tresvant),72,321
Rock,Madonna,Material Girl,72,240
Pop,Adriel Favela,La Escuela No Me Gustó,72,176
Rock,Eagles,Life in the Fast Lane - Eagles 2013 Remaster,72,286
Folk,John Lennon,Woman,72,212
Pop,Daniel Caesar,We Find Love,72,254
Pop,Sara Bareilles,Gravity,72,232
Pop,Jesse & Joy,Dueles,72,247
Pop,Juan Gabriel,Abrázame Muy Fuerte,72,239
Rock,Elvis Presley,Suspicious Minds,72,261
Dance,Bazzi,Star,72,169
Dance,Juanes,Es Por Tí,72,250
Children’s Music,Disturbed,Down with the Sickness,72,278
Folk,Matt Nathanson,Come On Get Higher,72,215
Dance,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),72,217
Rap,Juice WRLD,Flaws And Sins,72,218
Pop,Natti Natasha,La Mejor Versión de Mi,72,134
Pop,Taylor Swift,Gorgeous,72,209
Soul,Adele,Hello,72,295
Rap,Juice WRLD,Feeling,72,201
Pop,Fonseca,Te Mando Flores,72,227
Children’s Music,Rise Against,Savior,72,242
Dance,Axwell /\ Ingrosso,Dancing Alone,72,253
Pop,Wheatus,Teenage Dirtbag,72,241
Rock,Twenty One Pilots,Pet Cheetah,72,198
Reggaeton,Justin Quiles,Me Frontió,72,211
Pop,Jason Mraz,I Won't Give Up,72,240
Ska,Soda Stereo,Cuando Pase El Temblor - Remasterizado 2007,72,229
Pop,Dimitri Vegas & Like Mike,Selfish,72,167
Rap,Snakehips,Don't Leave,72,214
Pop,Maroon 5,Wait,72,190
Pop,Marshmello,You Can Cry,72,194
Hip-Hop,Paulo Londra,Condenado Para El Millón,72,224
Rock,The Rolling Stones,Angie,72,272
Children’s Music,Los Enanitos Verdes,Luz De Dia,72,293
R&B,ROSALÍA,DI MI NOMBRE - Cap.8: Éxtasis,72,162
Reggaeton,Anuel Aa,Hipócrita,72,192
Dance,Sia,Chandelier,72,216
Indie,Callalily,Ex,72,279
Pop,LANY,ILYSB,72,211
Pop,Madonna,Like a Virgin,72,218
Indie,Two Feet,Love Is a Bitch,72,181
Rap,Juice WRLD,Big,72,224
Pop,Ruel,Not Thinkin' Bout You,72,188
Rap,Olly Murs,Moves (feat. Snoop Dogg),72,165
Rock,James Bay,Let It Go - James Bay Spotify Session 2015,72,285
Pop,Dean Lewis,Chemicals,72,221
Rock,The Black Keys,Lonely Boy,72,193
Children’s Music,Mazzy Star,Fade Into You,72,295
Children’s Music,Natalia Lafourcade,Hasta la Raíz,72,221
Pop,H.E.R.,Hard Place,72,271
Rap,Lil Pump,Boss,72,106
Pop,Kacey Musgraves,Golden Hour,72,198
Pop,Dzeko,Heaven (feat. Veronica),72,195
Pop,SHAUN,Way Back Home,72,214
Pop,Milky Chance,Stolen Dance,72,313
Folk,Daryl Hall & John Oates,Rich Girl - Remastered,72,144
Rock,León Larregui,Locos,72,177
Indie,Angus & Julia Stone,Stay With Me - Live From Spotify Berlin,72,174
Alternative,Blur,Song 2 - 2012 Remaster,72,121
Pop,Galantis,Spaceship (feat. Uffie) - MOTi Remix,72,189
Rock,Tina Turner,The Best - Edit,72,250
Pop,Marshmello,Check This Out,72,219
Rock,Elton John,Sacrifice,72,304
R&B,Greeicy,Jacuzzi,72,184
Pop,Christina Aguilera,Beautiful,72,238
Pop,CNCO,Reggaetón Lento (Remix),72,188
Pop,Lorde,Team,72,193
Pop,Dylan Schneider,How Does It Sound,72,162
R&B,Charli XCX,Boys,72,162
R&B,Tory Lanez,Shooters,72,208
Rap,Ronny J,Costa Rica (feat. Ski Mask The Slump God),72,120
Pop,Hailee Steinfeld,Rock Bottom,72,198
Pop,Leona Lewis,Better in Time,72,234
Pop,Gerard Way,Hazy Shade of Winter (feat. Ray Toro),72,197
Rap,Justin Timberlake,My Love (feat. T.I.),72,276
Soul,Gnarls Barkley,Crazy,72,182
Pop,Nico & Vinz,Am I Wrong,72,247
Rap,mansionz,STFU,72,230
Indie,Kiiara,Gold,72,225
Children’s Music,Linkin Park,Heavy (feat. Kiiara),72,169
Rock,Yellowcard,Ocean Avenue,72,198
Pop,Seeb,Drink About,72,182
Hip-Hop,Lil Peep,U Said,72,224
Children’s Music,Mon Laferte,Amárrame,72,207
Pop,The 1975,I Always Wanna Die (Sometimes),72,314
Pop,Frank Ocean,Novacane,72,302
Folk,Chicago,You're the Inspiration - 2006 Remaster,72,229
Pop,Lana Del Rey,Mariners Apartment Complex,72,246
Dance,ZAYN,fOoL fOr YoU,72,202
R&B,Meghan Trainor,Me Too,72,181
Pop,Lil Baby,Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),72,187
Pop,Olivia O'Brien,Tequilawine,72,206
Dance,Don Diablo,"Survive (feat. Emeli Sandé, Gucci Mane)",72,189
Rap,Drake,Energy,72,181
Indie,Modest Mouse,Float On,72,208
Reggaeton,Bad Bunny,Chambea,72,192
Dance,Iggy Pop,The Passenger,72,283
Hip-Hop,J. Cole,Apparently,72,293
Folk,Van Morrison,Into The Mystic,72,205
Pop,The Chainsmokers,Everybody Hates Me,72,223
Pop,Denzel Curry,CLOUT COBAIN | CLOUT CO13A1N,72,231
Rap,KILLY,No Sad No Bad,72,131
Rap,Will Smith,Gettin' Jiggy Wit It,72,227
Hip-Hop,Cartel De Santa,Leve,72,225
Children’s Music,MGMT,Time to Pretend,72,261
Indie,Foals,My Number,72,240
Rap,Jaden Smith,GHOST,72,129
Dance,Huey Lewis & The News,The Power Of Love,72,234
Alternative,Rammstein,PUPPE,72,273
Hip-Hop,Eminem,Cleanin' Out My Closet,72,297
Children’s Music,Stone Sour,Through Glass,72,282
Pop,BTS,Not Today,72,231
Indie,SYML,Where's My Love,72,202
Pop,Rae Sremmurd,This Could Be Us,72,206
R&B,Kid Ink,YUSO (feat. Lil Wayne & Saweetie),72,173
R&B,Niykee Heaton,Bad Intentions,72,245
Indie,Supergrass,Alright,72,180
Pop,Offset,After Dark,72,172
Pop,TOMORROW X TOGETHER,Our Summer,72,210
R&B,The Weeknd,Acquainted,72,348
Dance,Ariana Grande,Moonlight,72,202
Hip-Hop,Roy Jones Jr.,Can't Be Touched (feat. Mr. Magic & Trouble),72,214
Hip-Hop,Young Dolph,Major (feat. Key Glock),72,195
Jazz,Leslie Odom Jr.,Alexander Hamilton,72,236
Pop,Ricky Martin,Livin' la Vida Loca,72,243
Pop,Nina Nesbitt,Is It Really Me You're Missing,72,232
R&B,Boyz II Men,End Of The Road,72,351
Soul,Solange,Dreams,72,148
Pop,6LACK,East Atlanta Love Letter (feat. Future),72,246
Pop,Juan Magán,Déjate Llevar,72,233
Pop,Kodak Black,"If I'm Lyin, I'm Flyin",72,130
Pop,Lil Uzi Vert,Do What I Want,72,175
Dance,Bebe Rexha,Knees,72,206
Hip-Hop,Huncho Jack,Dubai Shit,72,228
R&B,Beyoncé,Single Ladies (Put a Ring on It),72,193
Reggaeton,Sech,Qué Más Pues,72,203
Pop,Nick Jonas,Close,72,234
Rap,Mike WiLL Made-It,Aries (YuGo) Part 2 (with Rae Sremmurd & Big Sean feat. Quavo & Pharrell),72,273
Pop,Florida Georgia Line,May We All,72,226
Hip-Hop,Takeoff,Last Memory,72,171
R&B,JP Cooper,September Song - Guitar Acoustic,72,212
Rock,Amber Run,I Found,72,273
Pop,They Might Be Giants,Istanbul,72,153
Dance,R3HAB,Lullaby,72,160
Dance,Jonas Blue,Fast Car,72,212
Dance,Calvin Harris,Sweet Nothing (feat. Florence Welch),72,212
Rap,Lil Peep,16 Lines,72,244
Pop,Conor Maynard,Don't Let Me Down,72,164
Hip-Hop,Big Boy,Mis Ojos Lloran Por Ti,72,295
Dance,Dead Or Alive,You Spin Me Round (Like a Record),72,199
Indie,Ray LaMontagne,Such A Simple Thing,72,296
Pop,Nacho,Casualidad,72,184
R&B,Mariah Carey,Always Be My Baby,72,258
Rock,The Doors,Light My Fire,72,429
Rock,Chris Young,Hangin' On,72,185
Hip-Hop,Comethazine,NONSENSE,72,73
Pop,SHY Martin,Forget to Forget,72,155
Rock,The Cardigans,Lovefool,72,193
Indie,Justine Skye,Know Myself,72,167
Pop,Panic! At The Disco,King Of The Clouds,72,160
Pop,iKON,I’M OK,72,216
Pop,NAV,Call Me,72,215
Pop,The Wallflowers,One Headlight,72,312
Hip-Hop,Lil Xan,Lies (feat. Lil Skies),72,206
Rock,Bob Dylan,Like a Rolling Stone,72,369
Dance,Gryffin,Bye Bye (feat. Ivy Adara),72,210
Pop,Joji,WANTED U,72,251
Pop,Harry Styles,Kiwi,72,176
Dance,MARINA,Handmade Heaven,72,209
Rock,Brett Eldredge,Love Someone,72,211
Hip-Hop,Beastie Boys,Sabotage,72,178
Pop,Camila Cabello,OMG,72,228
Rap,OneRepublic,Apologize,72,208
Children’s Music,Gorillaz,DARE,72,245
Pop,Quality Control,Movin’ Up,72,167
R&B,Jorja Smith,On My Mind (Jorja Smith X Preditah),72,181
World,Elevation Worship,O Come to the Altar (Live),72,349
Rap,Quinn XCII,Straightjacket,72,206
Rap,XXXTENTACION,Looking for a Star,72,137
Children’s Music,Radiohead,Fake Plastic Trees,72,290
Pop,Desiigner,Panda,72,247
Rap,BROCKHAMPTON,1999 WILDFIRE,72,251
Rap,Mac Miller,Wings,72,250
Rock,The Beatles,In My Life - Remastered 2009,72,146
Rap,Trippie Redd,Toxic Waste,72,173
Hip-Hop,Eminem,Beautiful,72,392
Rap,Kodak Black,Identity Theft,72,127
Rap,21 Savage,out for the night,72,137
Pop,SEVENTEEN,Home,72,203
Rap,SZA,Garden (Say It Like Dat),72,208
Hip-Hop,Omar LinX,Keep It Mello (feat. Omar LinX),72,243
Dance,Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),72,235
Rap,ScHoolboy Q,Man Of The Year,72,216
Rap,Jaden Smith,SOHO,72,208
Reggae,Shaggy,It Wasn't Me,72,227
Rap,Lil Mosey,Boof Pack,72,135
Pop,Future,Jet Lag (feat. Young Scooter),72,271
Pop,TOMORROW X TOGETHER,Cat & Dog,72,187
Rap,Drake,Gyalchester,72,189
Children’s Music,Skillet,Feel Invincible,72,229
Rap,21 Savage,break da law,72,177
Country,Maren Morris,The Bones,72,197
Pop,Ed Sheeran,Shape of You - Acoustic,72,223
Dance,Justin Bieber,As Long As You Love Me,72,229
Rap,XXXTENTACION,STARING AT THE SKY,72,85
Rap,Drake,Finesse,72,182
R&B,Madison Beer,Teenager in Love,72,214
Dance,Rihanna,Hate That I Love You,72,218
Reggaeton,Bad Bunny,Dime Si Te Acuerdas,72,187
Pop,(G)I-DLE,HANN (Alone),72,205
Dance,David Archuleta,Crush,72,213
Rap,Lil Wayne,Lollipop,72,299
Pop,gnash,imagine if,72,197
Rock,Bruce Springsteen,Born to Run,72,269
Dance,James Arthur,At My Weakest,72,217
Dance,5 Seconds of Summer,Killer Queen,72,199
Pop,Wiz Khalifa,Alright (feat. Trippie Redd & Preme),72,177
Rap,Roddy Ricch,Down Below,72,224
Pop,Gunna,Cash War,72,195
Rap,Migos,Fight Night,72,216
Rap,Drake,Successful (feat. Trey Songz & Lil Wayne),72,375
Rap,Travis Scott,COFFEE BEAN,72,209
Hip-Hop,Cartel De Santa,Pollo y Conejo,72,214
Rock,Mr. Big,To Be With You - 2010 Remastered Version,72,210
Rap,Future,Realer N Realer,72,170
Rap,XXXTENTACION,Train food,72,164
Rap,Travis Scott,through the late night,72,286
Rock,Weezer,Buddy Holly,72,159
Country,Noah Schnacky,Maybe We Will,72,189
Country,Chris Stapleton,Broken Halos,72,180
Rap,$uicideBoy$,Carrollton,72,203
Rap,6ix9ine,KOODA,72,142
Rap,Major Lazer,Cold Water,72,185
Rock,Panic! At The Disco,Dying In LA,72,229
Pop,Luis Enrique,Yo No Se Manana,72,259
Dance,Flo Rida,Whistle,72,224
Children’s Music,Skillet,Hero,72,186
Pop,Playboi Carti,FlatBed Freestyle,72,193
Rock,Cartel De Santa,Si Te Vienen a Contar,72,219
Rock,The Doobie Brothers,Long Train Runnin',72,207
World,Aphex Twin,Avril 14th,72,125
Rap,NF,How Could You Leave Us,72,322
Pop,Devin Dawson,All on Me,72,224
Rock,Los Enanitos Verdes,La Muralla Verde,72,161
Hip-Hop,Kid Ink,Show Me (feat. Chris Brown),72,217
Rap,Ying Yang Twins,Get Low,72,334
Rock,Bring Me The Horizon,mother tongue,72,217
Rock,The Shins,New Slang,72,231
Dance,Prince Royce,Deja vu,72,196
Rap,Lil Peep,Broken Smile (My All),72,280
Pop,Tom Petty and the Heartbreakers,American Girl,72,214
Children’s Music,Foo Fighters,Everlong - Acoustic Version,72,250
Indie,Young the Giant,Superposition,72,230
Dance,Niall Horan,Seeing Blind,72,185
Hip-Hop,Eminem,No Love,72,299
R&B,Big Sean,Jump Out The Window,72,213
Pop,50 Cent,21 Questions,72,224
Rock,Panic! At The Disco,Victorious,72,178
Dance,Talking Heads,Psycho Killer - 2005 Remastered Version,72,261
R&B,The Weeknd,Secrets,72,265
Hip-Hop,Drake,Back To Back,72,170
Hip-Hop,Drake,Jungle,72,320
Rock,Cream,White Room,72,303
Rock,The Beatles,Help! - Remastered 2009,72,139
Dance,Halsey,Colors,72,249
Pop,Drake,"Hold On, We're Going Home",72,227
R&B,Roy Woods,Drama (feat. Drake),72,251
Pop,Mike Posner,Cooler Than Me - Single Mix,72,213
Pop,Manuel Turizo,Una Vez Más,72,252
Rap,Lil Peep,The Brightside,72,216
Rock,Twenty One Pilots,The Hype,72,265
Dance,DJ Snake,A Different Way (with Lauv),72,198
Pop,Ron Pope,A Drop In The Ocean,72,220
Hip-Hop,21 Savage,a&t,72,211
Hip-Hop,21 Savage,4L,72,288
Rap,Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),72,223
Hip-Hop,Russ,Ride Slow,72,185
Rock,The Kinks,You Really Got Me - Mono Mix,72,134
Pop,Justin Bieber,Company,72,208
Hip-Hop,Eminem,Cinderella Man,72,279
R&B,Lauren Jauregui,Expectations,72,204
Indie,Radiohead,No Surprises,72,229
Pop,Rex Orange County,Television / So Far So Good,72,262
Indie,Band of Horses,The Funeral,72,321
R&B,Destiny's Child,"Jumpin', Jumpin'",72,230
Hip-Hop,Lil Peep,Cry Alone,72,167
Folk,Ben Howard,Old Pine,72,328
Pop,Kygo,Born To Be Yours,71,193
R&B,Alessia Cara,Out Of Love,71,227
Rap,Nick Jonas,Jealous - Remix,71,222
Rap,Yung Bans,Ridin (feat. Landon Cube & YBN Nahmir),71,225
R&B,Daniel Caesar,Hold Me Down,71,231
Pop,Paramore,Misery Business,71,211
Pop,Cardi B,Get Up 10,71,231
Pop,Little Mix,Strip (feat. Sharaya J),71,199
Pop,Panic! At The Disco,High Hopes - Don Diablo Remix,71,185
Hip-Hop,NAV,Know Me,71,155
Children’s Music,Hinder,Lips Of An Angel,71,261
R&B,Grace,You Don't Own Me,71,201
World,for KING & COUNTRY,God Only Knows,71,229
Hip-Hop,N.W.A.,Straight Outta Compton,71,258
Rap,Joey Trap,Sesame Street (Extended Version),71,108
Hip-Hop,Rich Brian,Dat $tick,71,126
Indie,James Blake,Barefoot In The Park (feat. ROSALÍA),71,211
Rock,Santana,Smooth (feat. Rob Thomas),71,294
Rock,Joan Jett & The Blackhearts,I Love Rock 'N Roll,71,175
Rock,Scorpions,Still Loving You,71,403
R&B,Fifth Harmony,That's My Girl,71,204
Dance,Chaka Khan,Ain't Nobody,71,280
Rap,Night Lovell,Dark Light,71,206
Rock,Twenty One Pilots,Migraine,71,239
Pop,Huncho Jack,Motorcycle Patches,71,191
Rock,The Fray,Over My Head (Cable Car),71,236
Reggaeton,Yandel,Como Antes (feat. Wisin),71,210
Hip-Hop,Drake,After Dark (feat. Static Major & Ty Dolla $ign),71,289
Dance,Deorro,Bring It Back,71,165
Pop,Sebastian Yatra,SUTRA,71,203
Rock,Natalie Cole,This Will Be (An Everlasting Love),71,171
Folk,Sleeping At Last,Already Gone,71,240
Pop,The Weeknd,I Was Never There,71,241
Rock,Imagine Dragons,Blank Space/Stand By Me - Live From Spotify London,71,303
Indie,Missy & Blonde,Something Just Like This - Acoustic,71,189
Pop,The Weeknd,In The Night,71,235
Dance,Nelly Furtado,I'm Like A Bird,71,243
Pop,Ice Cube,Check Yo Self - Remix,71,273
Hip-Hop,Yella Beezy,That's On Me,71,219
Pop,Camila Cabello,I Have Questions,71,221
Pop,Jeremih,The Light,71,179
Reggaeton,Sky,Bajo Cero,71,287
Reggaeton,Natti Natasha,Me Gusta,71,197
Children’s Music,Hombres G,Te Quiero,71,225
Rap,Alle Farben,H.O.L.Y.,71,175
Pop,Camila,Mientes,71,205
R&B,Summer Walker,Session 32,71,98
Pop,Lenin Ramírez,El de la Gorra 27,71,200
Pop,Cardi B,She Bad,71,230
Rap,Will Smith,Miami,71,197
Reggaeton,Ozuna,Unica - Remix,71,216
R&B,Daniel Caesar,Streetcar,71,246
R&B,Solange,Down With the Clique,71,222
Rock,Twenty One Pilots,Holding On To You,71,263
R&B,Solange,Way to the Show,71,175
R&B,Joji,R.I.P. (feat. Trippie Redd),71,158
Hip-Hop,Young Thug,Anybody (feat. Nicki Minaj),71,254
Pop,EXO,Ko Ko Bop,71,190
Children’s Music,The 1975,Give Yourself A Try,71,196
Rap,Chris Brown,Questions,71,129
Folk,The Band,The Weight - Remastered,71,274
Alternative,Red Hot Chili Peppers,By the Way,71,216
Rock,Caifanes,La Célula Que Explota,71,215
Pop,Hozier,Cherry Wine - Live,71,240
Rock,U2,Sunday Bloody Sunday - Remastered 2008,71,279
Hip-Hop,Wisin,Vacaciones,71,238
Pop,Panic! At The Disco,Dancing's Not A Crime,71,219
Hip-Hop,Joyner Lucas,Just Let Go,71,266
Rock,Breaking Benjamin,I Will Not Bow,71,216
Hip-Hop,Lloyd,You,71,273
Pop,R3HAB,This Is How We Party (with Icona Pop),71,147
Hip-Hop,Kodak Black,Testimony,71,240
Pop,Future,Never Stop,71,291
Reggaeton,Reykon,Macarena,71,194
Pop,The Weeknd,True Colors,71,206
Pop,Shawn Mendes,In My Blood - Acoustic,71,212
Soul,Ginuwine,Differences,71,265
Pop,Liam Payne,For You (Fifty Shades Freed) (& Rita Ora),71,245
Hip-Hop,Eminem,Kill You,71,264
Rock,The Killers,Human,71,245
Pop,The Ronettes,Be My Baby,71,160
Rock,Panic! At The Disco,The Ballad Of Mona Lisa,71,226
Pop,Camila,Todo Cambió,71,193
Rock,Jimi Hendrix,Purple Haze,71,170
Pop,Joyner Lucas,I Don't Die,71,224
Hip-Hop,Nicky Jam,Live It Up - Official Song 2018 FIFA World Cup Russia,71,207
Rock,Aerosmith,Walk This Way,71,220
Country,Jason Aldean,Dirt Road Anthem,71,229
Rock,Korn,Falling Away from Me,71,270
Pop,J Balvin,6 AM,71,243
Country,Kenny Chesney,Get Along,71,199
Rock,Twenty One Pilots,We Don't Believe What's on TV,71,177
Dance,Noah Cyrus,Live or Die,71,194
Dance,Ariana Grande,The Way,71,227
Country,Cole Swindell,Break up in the End,71,199
Children’s Music,Theory of a Deadman,Rx (Medicate),71,233
Pop,Katy Perry,The One That Got Away,71,227
Pop,Panic! At The Disco,Girls / Girls / Boys,71,206
Reggaeton,Justin Quiles,Si Tú,71,228
Pop,Mac Miller,So It Goes,71,312
Dance,Jonas Blue,I See Love - From Hotel Transylvania 3,71,173
Soul,Simply Red,If You Don't Know Me By Now - 2008 Remastered Version,71,204
Pop,Howie Day,Collide - Acoustic Version,71,277
Pop,Banda Tierra Sagrada,La Buena y la Mala,71,204
Dance,Juanes,La Camisa Negra,71,216
Alternative,Disturbed,The Sound of Silence,71,248
Dance,Don Diablo,King Of My Castle - Don Diablo Edit,71,173
Reggaeton,Eladio Carrion,Mi Error,71,215
Rock,Owl City,Good Time,71,205
Rock,Josh Turner,Your Man,71,211
Reggaeton,Farruko,Coolant,71,211
Pop,Russ,Nobody Knows,71,215
R&B,Mariah Carey,Hero,71,257
Rock,Led Zeppelin,Ramble On - 1990 Remaster,71,263
Rock,Brett Eldredge,The Long Way,71,208
Children’s Music,Caifanes,Afuera,71,288
Rock,Jaguares,Te Lo Pido por Favor,71,206
Pop,Kanye West,Champions,71,334
Reggaeton,Alex Rose,No Quiere Amores,71,275
Indie,Clara Luciani,La grenade,71,194
Pop,Peter Bradley Adams,Interlude for Piano,71,115
Hip-Hop,Ronny J,Banded Up (feat. XXXTENTACION),71,239
Pop,Cardi B,Best Life (feat. Chance The Rapper),71,284
Pop,PARTYNEXTDOOR,Break From Toronto,71,99
Pop,Sigala,We Don't Care,71,207
Pop,David Guetta,Don't Leave Me Alone (feat. Anne-Marie) - R3hab Remix,71,182
World,Manu Chao,Me Gustas Tu,71,239
Hip-Hop,Future,F*ck Up Some Commas,71,237
Rap,P.O.D.,Youth of the Nation,71,256
Reggaeton,Wisin & Yandel,Pam Pam,71,227
Pop,El Fantasma,Vengo a Aclarar (En Vivo),71,156
Pop,Rhys,Too Good To Be True,71,201
Pop,Bruno Mars,Perm,71,210
Rock,Neil Young,Heart of Gold - 2009 Remaster,71,187
Rap,Korn,Coming Undone,71,199
Rap,6ix9ine,FEEFA (feat. Gunna),71,163
Rock,Lionel Richie,"Say You, Say Me",71,241
Pop,Jesse McCartney,Beautiful Soul,71,214
Rock,Panic! At The Disco,Miss Jackson (feat. LOLO),71,192
Pop,Red Velvet,Power Up,71,202
Rap,A Boogie Wit da Hoodie,Beast Mode (feat. PnB Rock & YoungBoy Never Broke Again),71,258
Rap,A Boogie Wit da Hoodie,Uptown / Bustdown (feat. PnB Rock and Lil Durk),71,177
Dance,Why Don't We,Talk,71,190
Pop,Justin Bieber,Beauty And A Beat,71,227
Rock,The Score,Unstoppable,71,192
Reggae,Bob Marley & The Wailers,Redemption Song,71,233
Rock,Imagine Dragons,Bullet In A Gun,71,204
Pop,BTS,Singularity,71,196
Pop,Isaiah,It's Gotta Be You,71,193
Hip-Hop,Arcangel,Original,71,246
Rock,Supertramp,The Logical Song - Remastered 2010,71,251
Rock,Bring Me The Horizon,why you gotta kick me when i'm down?,71,268
Pop,Ed Sheeran,Perfect Symphony (Ed Sheeran & Andrea Bocelli),71,265
Dance,Jess Glynne,123,71,190
Rap,Blueface,Dead Locs,71,133
Hip-Hop,Aventura,Dile al Amor,71,229
Rock,KONGOS,Come with Me Now,71,211
Electronic,The Prodigy,Breathe,71,334
Pop,BTS,The Truth Untold,71,242
Rock,The Offspring,Self Esteem,71,257
Rock,Billy Joel,We Didn't Start the Fire,71,287
Rap,Juice WRLD,Make It Back,71,102
