primaryTitle;titleType;startYear;runtimeMinutes;genre;director;averageRating;numVotes
The Diamond Arm;movie;1969;94;Adventure;Leonid Gaidai;8.2;17438
Jungle Cruise;movie;2021;127;Action;Jaume Collet-Serra;6.5;224249
The Longest Ride;movie;2015;123;Drama;George Tillman Jr.;7.0;92977
Detroit;movie;2017;143;Crime;Kathryn Bigelow;7.3;58045
Romancing the Stone;movie;1984;106;Action;Robert Zemeckis;6.9;109626
Hair;movie;1979;121;Comedy;Milos Forman;7.5;43306
2018;movie;2023;150;Action;Jude Anthany Joseph;8.3;15450
The Corporation;movie;2003;145;Documentary;Mark Achbar;8.0;22170
Kapoor & Sons;movie;2016;132;Comedy;Shakun Batra;7.7;32643
Whatever Works;movie;2009;93;Comedy;Woody Allen;7.1;78539
Dolemite Is My Name;movie;2019;118;Biography;Craig Brewer;7.2;67150
14 Peaks: Nothing Is Impossible;movie;2021;101;Adventure;Torquil Jones;7.7;32609
Fighting with My Family;movie;2019;108;Biography;Stephen Merchant;7.0;91971
My Dear Brother;movie;1973;86;Drama;Ertem Egilmez;8.6;10965
Day of the Dead;movie;1985;101;Horror;George A. Romero;7.1;78213
Playtime;movie;1967;155;Comedy;Jacques Tati;7.8;28430
Fatal Attraction;movie;1987;119;Drama;Adrian Lyne;6.9;108190
The Hate U Give;movie;2018;133;Crime;George Tillman Jr.;7.5;42793
Scarface;movie;1932;93;Action;Howard Hawks;7.7;32438
Serendipity;movie;2001;90;Comedy;Peter Chelsom;6.8;128229
Air Force One;movie;1997;124;Action;Wolfgang Petersen;6.5;220270
Monpura;movie;2009;136;Crime;Md. Hafizur Rahman;8.7;9800
The Proposition;movie;2005;104;Crime;John Hillcoat;7.3;57096
Turtles Can Fly;movie;2004;98;Drama;Bahman Ghobadi;8.0;21876
Kes;movie;1969;111;Drama;Ken Loach;7.9;24821
Loveless;movie;2017;127;Drama;Andrey Zvyagintsev;7.6;37004
Finch;movie;2021;115;Adventure;Miguel Sapochnik;6.9;107550
Jawan;movie;2023;169;Action;Atlee;6.9;107466
Navalny;movie;2022;99;Biography;Daniel Roher;7.7;32218
On Golden Pond;movie;1981;109;Drama;Mark Rydell;7.6;36929
The Family Man;movie;2000;125;Comedy;Brett Ratner;6.8;127189
Extremely Loud & Incredibly Close;movie;2011;129;Adventure;Stephen Daldry;6.9;107120
Ugly;movie;2013;128;Crime;Anurag Kashyap;7.9;24723
Long Shot;movie;2019;125;Comedy;Jonathan Levine;6.8;126959
Secret Window;movie;2004;96;Drama;David Koepp;6.5;218365
Samurai Rebellion;movie;1967;128;Drama;Masaki Kobayashi;8.3;15180
Raanjhanaa;movie;2013;140;Drama;Aanand L. Rai;7.6;36769
Ballerina;movie;2025;124;Action;Len Wiseman;6.9;106754
The Guernsey Literary and Potato Peel Pie Society;movie;2018;124;Drama;Mike Newell;7.3;56595
'83;movie;2021;162;Biography;Kabir Khan;7.5;42256
Woodstock;movie;1970;184;Documentary;Michael Wadleigh;8.1;19195
Watership Down;movie;1978;92;Adventure;Martin Rosen;7.5;42250
Monster House;movie;2006;91;Animation;Gil Kenan;6.7;150582
Romeo and Juliet;movie;1968;138;Drama;Franco Zeffirelli;7.6;36691
Secretary;movie;2002;107;Comedy;Steven Shainberg;6.9;106542
Patriot Games;movie;1992;117;Action;Phillip Noyce;6.8;126311
The Long Goodbye;movie;1973;112;Comedy;Robert Altman;7.5;42196
Happy Death Day;movie;2017;96;Comedy;Christopher Landon;6.6;180227
In the Valley of Elah;movie;2007;121;Crime;Paul Haggis;7.1;76831
Life and a Day;movie;2016;112;Drama;Saeed Roustayi;8.1;19137
The Running Man;movie;1987;101;Action;Paul Michael Glaser;6.6;179851
The Thomas Crown Affair;movie;1999;113;Crime;John McTiernan;6.9;106209
Kids;movie;1995;91;Drama;Larry Clark;7.0;89910
The Tinder Swindler;movie;2022;114;Crime;Felicity Morris;7.1;76562
Yeh Jawaani Hai Deewani;movie;2013;160;Comedy;Ayan Mukerji;7.3;56250
The Man Who Knew Infinity;movie;2015;108;Biography;Matt Brown;7.2;65463
The Christmas Chronicles;movie;2018;104;Adventure;Clay Kaytis;7.0;89795
X;movie;2022;105;Horror;Ti West;6.5;215789
The Color of Paradise;movie;1999;90;Drama;Majid Majidi;8.1;19067
Wake Up Sid;movie;2009;138;Comedy;Ayan Mukerji;7.6;36460
District B13;movie;2004;84;Action;Pierre Morel;7.1;76338
The Many Adventures of Winnie the Pooh;movie;1977;74;Animation;John Lounsbery;7.5;41905
Street Kings;movie;2008;109;Action;David Ayer;6.8;125296
I Am Not Your Negro;movie;2016;93;Documentary;Raoul Peck;7.9;24421
Re-Animator;movie;1985;84;Comedy;Stuart Gordon;7.1;76217
Great Expectations;movie;1946;118;Adventure;David Lean;7.8;27788
Suicide Squad;movie;2016;123;Action;David Ayer;5.9;749232
A Good Year;movie;2006;117;Comedy;Ridley Scott;6.9;105476
Angels with Dirty Faces;movie;1938;97;Crime;Michael Curtiz;7.9;24395
Lethal Weapon 4;movie;1998;127;Action;Richard Donner;6.6;178204
The Caine Mutiny;movie;1954;124;Drama;Edward Dmytryk;7.7;31649
Dreams;movie;1990;119;Drama;Akira Kurosawa;7.7;31608
Zeitgeist: Moving Forward;movie;2011;161;Documentary;Peter Joseph;8.1;18933
Aruvi;movie;2016;130;Drama;Arun Prabhu Purushothaman;8.3;14924
Secret Superstar;movie;2017;150;Drama;Advait Chandan;7.7;31552
Nosferatu the Vampyre;movie;1979;107;Drama;Werner Herzog;7.4;47954
The Dark Crystal;movie;1982;93;Adventure;Jim Henson;7.1;75574
Piku;movie;2015;123;Comedy;Shoojit Sircar;7.6;36089
Zübük;movie;1980;88;Comedy;Kartal Tibet;8.5;11877
Agora;movie;2009;127;Adventure;Alejandro Amenábar;7.1;75382
A.R.O.G;movie;2008;127;Comedy;Ali Taner Baltaci;7.4;47793
Brother;movie;1997;99;Crime;Aleksey Balabanov;7.8;27469
You Only Live Twice;movie;1967;117;Action;Lewis Gilbert;6.8;123450
Tomorrow Never Dies;movie;1997;119;Action;Roger Spottiswoode;6.5;211803
The Gorge;movie;2025;127;Action;Scott Derrickson;6.7;146865
Predators;movie;2010;107;Action;Nimród Antal;6.4;256418
The Exorcism of Emily Rose;movie;2005;119;Drama;Scott Derrickson;6.7;146688
'71;movie;2014;99;Action;Yann Demange;7.2;64058
Lakshya;movie;2004;186;Action;Farhan Akhtar;7.8;27317
Police Academy;movie;1984;96;Comedy;Hugh Wilson;6.7;146150
Superman II;movie;1980;127;Action;Richard Lester;6.8;122691
Big Eyes;movie;2014;106;Biography;Tim Burton;6.9;103391
Mars Attacks!;movie;1996;106;Comedy;Tim Burton;6.4;254816
Mersal;movie;2017;172;Action;Atlee;7.5;41046
The Red Turtle;movie;2016;80;Animation;Michael Dudok de Wit;7.5;41008
Another Earth;movie;2011;92;Drama;Mike Cahill;6.9;103260
Scary Movie;movie;2000;88;Comedy;Keenen Ivory Wayans;6.3;309954
While You Were Sleeping;movie;1995;103;Comedy;Jon Turteltaub;6.8;122242
Death Becomes Her;movie;1992;104;Comedy;Robert Zemeckis;6.7;145494
Hit Man;movie;2023;115;Comedy;Richard Linklater;6.8;122153
Much Ado About Nothing;movie;1993;111;Comedy;Kenneth Branagh;7.3;54641
Fast & Furious Presents: Hobbs & Shaw;movie;2019;137;Action;David Leitch;6.4;252647
Evil Dead;movie;2013;91;Horror;Fede Alvarez;6.5;208633
A Short Film About Killing;movie;1988;84;Crime;Krzysztof Kieslowski;7.9;23806
The Red Violin;movie;1998;130;Drama;François Girard;7.6;35362
The Heiress;movie;1949;115;Drama;William Wyler;8.1;18523
Sisu;movie;2022;91;Action;Jalmari Helander;6.9;102264
The Girl on the Train;movie;2016;112;Crime;Tate Taylor;6.5;207733
Life as a House;movie;2001;125;Drama;Irwin Winkler;7.4;46845
Sex, Lies, and Videotape;movie;1989;100;Drama;Steven Soderbergh;7.2;63154
Lupin III: The Castle of Cagliostro;movie;1979;102;Adventure;Hayao Miyazaki;7.6;35276
Elle;movie;2016;130;Action;Paul Verhoeven;7.1;73670
Hairspray;movie;2007;117;Comedy;Adam Shankman;6.7;143787
Manjhi: The Mountain Man;movie;2015;120;Biography;Ketan Mehta;8.0;20872
The Guardian;movie;2006;139;Adventure;Andrew Davis;6.9;101898
Toni Erdmann;movie;2016;162;Comedy;Maren Ade;7.3;54131
God Bless America;movie;2011;105;Comedy;Bobcat Goldthwait;7.1;73565
Pig;movie;2021;92;Drama;Michael Sarnoski;6.9;101755
The Lone Ranger;movie;2013;150;Action;Gore Verbinski;6.4;250388
Speak No Evil;movie;2024;110;Drama;James Watkins;6.8;120481
King of the Doormen;movie;1976;84;Comedy;Zeki Ökten;8.3;14534
Drunken Master;movie;1978;111;Action;Yuen Woo-Ping;7.4;46618
Idiocracy;movie;2006;84;Adventure;Mike Judge;6.5;206480
Robin Hood: Men in Tights;movie;1993;104;Adventure;Mel Brooks;6.7;143241
Timecrimes;movie;2007;92;Horror;Nacho Vigalondo;7.1;73327
Duck, You Sucker!;movie;1971;138;Drama;Sergio Leone;7.5;40281
Argentina, 1985;movie;2022;140;Biography;Santiago Mitre;7.6;35025
House of Gucci;movie;2021;158;Biography;Ridley Scott;6.6;170941
Addams Family Values;movie;1993;94;Comedy;Barry Sonnenfeld;6.8;119846
Animal Kingdom;movie;2010;113;Crime;David Michôd;7.2;62551
Terminator Genisys;movie;2015;126;Action;Alan Taylor;6.3;302973
Fright Night;movie;1985;106;Horror;Tom Holland;7.0;85735
The Crying Game;movie;1992;112;Crime;Neil Jordan;7.2;62509
Cars 3;movie;2017;102;Adventure;Brian Fee;6.7;142427
Better Man;movie;2024;135;Biography;Michael Gracey;7.5;40130
Dear Zindagi;movie;2016;151;Drama;Gauri Shinde;7.4;46291
The Hunger Games: The Ballad of Songbirds & Snakes;movie;2023;157;Action;Francis Lawrence;6.6;170172
The Secret of Kells;movie;2009;75;Adventure;Tomm Moore;7.5;40061
1984;movie;1984;113;Drama;Michael Radford;7.0;85328
Big Daddy;movie;1999;93;Comedy;Dennis Dugan;6.4;247208
The Party;movie;1968;99;Comedy;Blake Edwards;7.4;46106
Iqbal;movie;2005;132;Drama;Nagesh Kukunoor;8.1;18226
The Light Between Oceans;movie;2016;133;Drama;Derek Cianfrance;7.2;62124
Black Narcissus;movie;1947;101;Drama;Michael Powell;7.7;30324
Meet the Robinsons;movie;2007;95;Adventure;Stephen J. Anderson;6.8;118809
Ransom;movie;1996;121;Action;Ron Howard;6.7;141446
A Tale of Two Sisters;movie;2003;114;Drama;Kim Jee-woon;7.1;72457
That Obscure Object of Desire;movie;1977;103;Comedy;Luis Buñuel;7.8;26496
Boy A;movie;2007;106;Drama;John Crowley;7.5;39819
The Big Country;movie;1958;166;Drama;William Wyler;7.9;23286
Tenacious D in the Pick of Destiny;movie;2006;94;Adventure;Liam Lynch;6.8;118349
Interstate 60;movie;2002;116;Adventure;Bob Gale;7.5;39752
Ace Ventura: When Nature Calls;movie;1995;90;Adventure;Steve Oedekerk;6.4;244645
The Hand of God;movie;2021;130;Drama;Paolo Sorrentino;7.3;52942
Little Big Man;movie;1970;139;Adventure;Arthur Penn;7.5;39607
Thief;movie;1981;123;Action;Michael Mann;7.4;45698
Maze Runner: The Scorch Trials;movie;2015;131;Action;Wes Ball;6.3;297502
Stalingrad;movie;1993;134;Drama;Joseph Vilsmaier;7.5;39577
The Breadwinner;movie;2017;94;Animation;Nora Twomey;7.7;30049
Swordfish;movie;2001;99;Action;Dominic Sena;6.5;201557
Maidaan;movie;2024;181;Biography;Amit Ravindernath Sharma;7.9;23140
Athadu;movie;2005;172;Action;Trivikram Srinivas;8.2;16000
Man Bites Dog;movie;1992;95;Comedy;Rémy Belvaux;7.4;45507
Hanu Man;movie;2024;158;Action;Prasanth Varma;7.7;29890
The Human Condition III: A Soldier's Prayer;movie;1961;190;Drama;Masaki Kobayashi;8.8;8242
The Infiltrator;movie;2016;127;Biography;Brad Furman;7.0;83743
The Words;movie;2012;102;Drama;Brian Klugman;7.0;83741
McFarland, USA;movie;2015;129;Biography;Niki Caro;7.4;45373
Thor: Love and Thunder;movie;2022;118;Action;Taika Waititi;6.1;445642
The Legend of Bhagat Singh;movie;2002;155;Biography;Rajkumar Santoshi;8.1;17949
Thesis;movie;1996;125;Crime;Alejandro Amenábar;7.4;45229
Weekend;movie;2011;97;Drama;Andrew Haigh;7.6;34080
Arthur Christmas;movie;2011;97;Adventure;Sarah Smith;7.1;71036
The Edge;movie;1997;117;Action;Lee Tamahori;7.0;83321
Hush;movie;2016;82;Horror;Mike Flanagan;6.6;165483
Honeyland;movie;2019;89;Documentary;Tamara Kotevska;8.0;20184
Tora! Tora! Tora!;movie;1970;144;Action;Richard Fleischer;7.5;39067
Les Misérables;movie;1998;134;Crime;Bille August;7.4;45064
Delhi Belly;movie;2011;103;Action;Abhinay Deo;7.6;33983
Mayabazar;movie;1957;192;Comedy;Kadiri Venkata Reddy;9.0;6703
Gridiron Gang;movie;2006;125;Biography;Phil Joanou;7.0;83076
Mr. Muhsin;movie;1987;119;Comedy;Yavuz Turgul;8.4;12561
One Cut of the Dead;movie;2017;96;Comedy;Shin'ichirô Ueda;7.6;33898
Faust;movie;1926;107;Drama;F.W. Murnau;8.1;17798
Love & Mercy;movie;2014;121;Biography;Bill Pohlad;7.4;44907
Tron;movie;1982;96;Action;Steven Lisberger;6.7;137404
A Special Day;movie;1977;103;Drama;Ettore Scola;8.1;17778
Mortal World;movie;2018;107;Action;Ali Atay;7.6;33837
The Stoning of Soraya M.;movie;2008;114;Drama;Cyrus Nowrasteh;7.9;22762
The Magdalene Sisters;movie;2002;114;Drama;Peter Mullan;7.7;29538
Eega;movie;2012;145;Action;S.S. Rajamouli;7.7;29520
The Ugly Truth;movie;2009;96;Comedy;Robert Luketic;6.4;238484
Two Days, One Night;movie;2014;95;Drama;Jean-Pierre Dardenne;7.3;51803
The Haunting;movie;1963;112;Horror;Robert Wise;7.4;44732
Uncharted;movie;2022;116;Action;Ruben Fleischer;6.3;290035
The Cat Returns;movie;2002;75;Adventure;Hiroyuki Morita;7.1;70295
Pain & Gain;movie;2013;129;Action;Michael Bay;6.4;238233
Jackass Number Two;movie;2006;92;Action;Jeff Tremaine;7.0;82301
What's Up, Doc?;movie;1972;94;Comedy;Peter Bogdanovich;7.7;29367
20th Century Women;movie;2016;119;Comedy;Mike Mills;7.3;51599
The Good Dinosaur;movie;2015;93;Action;Peter Sohn;6.7;136249
Article 370;movie;2024;158;Action;Aditya Suhas Jambhale;7.8;25710
Capitalism: A Love Story;movie;2009;127;Crime;Michael Moore;7.4;44421
Picnic at Hanging Rock;movie;1975;115;Drama;Peter Weir;7.4;44418
Beetlejuice Beetlejuice;movie;2024;105;Comedy;Tim Burton;6.6;162369
Chariots of Fire;movie;1981;125;Biography;Hugh Hudson;7.1;69707
Missing;movie;2023;111;Drama;Nicholas D. Johnson;7.1;69546
Borat Subsequent Moviefilm;movie;2020;95;Comedy;Jason Woliner;6.6;161843
The Ladykillers;movie;1955;91;Comedy;Alexander Mackendrick;7.6;33391
Joyeux Noel;movie;2005;116;Drama;Christian Carion;7.6;33360
Wallace & Gromit: Vengeance Most Fowl;movie;2024;82;Adventure;Merlin Crossingham;7.5;38314
Embrace of the Serpent;movie;2015;125;Adventure;Ciro Guerra;7.8;25524
Leave the World Behind;movie;2023;138;Drama;Sam Esmail;6.4;234625
Man on a Ledge;movie;2012;102;Action;Asger Leth;6.6;161289
My Dinner with Andre;movie;1981;110;Comedy;Louis Malle;7.7;29080
Enola Holmes 2;movie;2022;129;Action;Harry Bradbeer;6.8;113310
The Thirteenth Floor;movie;1999;100;Mystery;Josef Rusnak;7.0;81247
Gentlemen of Fortune;movie;1971;88;Comedy;Aleksandr Seryy;8.3;13826
Leave No Trace;movie;2018;109;Adventure;Debra Granik;7.1;69167
Something's Gotta Give;movie;2003;128;Comedy;Nancy Meyers;6.7;134497
I Lost My Body;movie;2019;81;Animation;Jérémy Clapin;7.5;38155
Wristcutters: A Love Story;movie;2006;88;Comedy;Goran Dukic;7.2;59179
Bad Boys for Life;movie;2020;124;Action;Adil El Arbi;6.5;193190
Pokémon: Detective Pikachu;movie;2019;104;Adventure;Rob Letterman;6.5;193042
Far from Heaven;movie;2002;107;Drama;Todd Haynes;7.3;50854
Hud;movie;1963;112;Drama;Martin Ritt;7.8;25387
The Whole Nine Yards;movie;2000;98;Comedy;Jonathan Lynn;6.7;134147
Get Shorty;movie;1995;105;Comedy;Barry Sonnenfeld;6.9;95183
Ponniyin Selvan: Part I;movie;2022;167;Action;Mani Ratnam;7.5;38041
For Love and Honor;movie;2007;140;Crime;Ömer Vargi;7.8;25347
In the Bedroom;movie;2001;131;Crime;Todd Field;7.4;43830
Kill;movie;2023;105;Action;Nikhil Nagesh Bhat;7.4;43830
Kingpin;movie;1996;114;Comedy;Bobby Farrelly;6.9;95015
My Girl;movie;1991;102;Comedy;Howard Zieff;6.9;94999
Starred Up;movie;2013;106;Crime;David Mackenzie;7.3;50679
Gallipoli;movie;1981;110;Adventure;Peter Weir;7.4;43763
Rambo: First Blood Part II;movie;1985;96;Action;George P. Cosmatos;6.5;192184
Lucia;movie;2013;135;Drama;Pawan Kumar;8.3;13731
Lifeboat;movie;1944;97;Drama;Alfred Hitchcock;7.6;33010
Still: A Michael J. Fox Movie;movie;2023;95;Biography;Davis Guggenheim;8.1;17360
And Justice for All;movie;1979;119;Crime;Norman Jewison;7.4;43707
Raw;movie;2016;99;Drama;Julia Ducournau;6.9;94795
Chupke Chupke;movie;1975;146;Comedy;Hrishikesh Mukherjee;8.3;13719
Vaaranam Aayiram;movie;2008;169;Action;Gautham Vasudev Menon;8.2;15398
Mr. Church;movie;2016;104;Comedy;Bruce Beresford;7.6;32955
The Call;movie;2013;94;Drama;Brad Anderson;6.7;133276
You Were Never Really Here;movie;2017;89;Crime;Lynne Ramsay;6.7;133247
Bullets Over Broadway;movie;1994;98;Comedy;Woody Allen;7.4;43636
Tanhaji: The Unsung Warrior;movie;2020;135;Action;Om Raut;7.5;37833
Oliver!;movie;1968;153;Drama;Carol Reed;7.4;43547
eXistenZ;movie;1999;97;Horror;David Cronenberg;6.8;111731
Gettysburg;movie;1993;254;Drama;Ron Maxwell;7.6;32847
City of Angels;movie;1998;114;Drama;Brad Silberling;6.7;132767
The White Tiger;movie;2021;125;Crime;Ramin Bahrani;7.1;68304
The Water Diviner;movie;2014;111;Drama;Russell Crowe;7.0;80060
Quills;movie;2000;124;Biography;Philip Kaufman;7.2;58506
Exam;movie;2009;101;Crime;Stuart Hazeldine;6.7;132555
When I Grow Up, I'll Be a Kangaroo;movie;2004;92;Comedy;Radivoje Andric;8.4;12176
I Am a Fugitive from a Chain Gang;movie;1932;92;Crime;Mervyn LeRoy;8.2;15307
The Upside;movie;2017;126;Comedy;Neil Burger;7.1;68046
Thevar Magan;movie;1992;145;Action;Bharathan;8.7;8787
Shoot 'Em Up;movie;2007;86;Action;Michael Davis;6.6;158011
Five Easy Pieces;movie;1970;98;Drama;Bob Rafelson;7.4;43311
Alive;movie;1993;128;Biography;Frank Marshall;7.1;67861
Final Destination: Bloodlines;movie;2025;110;Horror;Zach Lipovsky;6.7;131742
Kwaidan;movie;1964;183;Drama;Masaki Kobayashi;7.9;21977
17 Again;movie;2009;102;Comedy;Burr Steers;6.4;228252
Teenage Mutant Ninja Turtles;movie;1990;93;Action;Steve Barron;6.8;110414
Red Cliff;movie;2008;148;Action;John Woo;7.3;49837
Rab Ne Bana Di Jodi;movie;2008;167;Comedy;Aditya Chopra;7.2;57904
Vantage Point;movie;2008;90;Action;Pete Travis;6.6;156767
Hotel Transylvania 2;movie;2015;89;Adventure;Genndy Tartakovsky;6.6;156699
The Jerk;movie;1979;94;Comedy;Carl Reiner;7.1;67476
How Green Was My Valley;movie;1941;118;Drama;John Ford;7.7;28369
Pocket Hercules: Naim Süleymanoglu;movie;2019;141;Biography;Özer Feyzioglu;8.2;15179
Deconstructing Harry;movie;1997;96;Comedy;Woody Allen;7.3;49716
Anthropoid;movie;2016;120;Action;Sean Ellis;7.2;57759
Marcel the Shell with Shoes On;movie;2021;90;Animation;Dean Fleischer Camp;7.6;32425
The Class;movie;2008;128;Drama;Laurent Cantet;7.5;37234
Dan in Real Life;movie;2007;98;Comedy;Peter Hedges;6.8;109891
Smokin' Aces;movie;2006;108;Action;Joe Carnahan;6.6;156107
If I Stay;movie;2014;107;Drama;R.J. Cutler;6.7;130582
Body Heat;movie;1981;113;Crime;Lawrence Kasdan;7.4;42843
Palmer;movie;2021;110;Drama;Fisher Stevens;7.3;49581
Dead Ringers;movie;1988;116;Drama;David Cronenberg;7.2;57541
Sorry to Bother You;movie;2018;112;Comedy;Boots Riley;6.9;92646
Don't Look Now;movie;1973;110;Drama;Nicolas Roeg;7.1;67098
Out of the Furnace;movie;2013;116;Crime;Scott Cooper;6.7;130161
Death Race;movie;2008;105;Action;Paul W.S. Anderson;6.4;225910
Don't Look Now... We're Being Shot At!;movie;1966;123;Adventure;Gérard Oury;7.9;21745
We Are Marshall;movie;2006;131;Drama;McG;7.1;66941
Hridayam;movie;2022;172;Drama;Vineeth Sreenivasan;8.0;19173
Pusher;movie;1996;110;Crime;Nicolas Winding Refn;7.3;49354
Bhool Bhulaiyaa;movie;2007;159;Comedy;Priyadarshan;7.5;36995
Highway;movie;2014;133;Crime;Imtiaz Ali;7.6;32183
Natsamrat;movie;2016;166;Drama;Mahesh Manjrekar;8.8;7815
Stranger Than Paradise;movie;1984;89;Comedy;Jim Jarmusch;7.4;42598
The Man in the Iron Mask;movie;1998;132;Action;Randall Wallace;6.5;186363
Onibaba;movie;1964;103;Drama;Kaneto Shindô;7.8;24658
The Hitcher;movie;1986;97;Mystery;Robert Harmon;7.2;57229
Sonic the Hedgehog;movie;2020;99;Action;Jeff Fowler;6.5;186187
Invincible;movie;2006;105;Biography;Ericson Core;7.0;78181
Oslo, August 31st;movie;2011;95;Drama;Joachim Trier;7.6;32110
Road Trip;movie;2000;93;Comedy;Todd Phillips;6.5;185777
Grandma's Boy;movie;2006;94;Comedy;Nicholaus Goossen;6.9;91874
The Perfect Storm;movie;2000;130;Action;Wolfgang Petersen;6.5;185615
Zack and Miri Make a Porno;movie;2008;101;Comedy;Kevin Smith;6.5;185483
Stir of Echoes;movie;1999;99;Horror;David Koepp;6.9;91779
Taken 2;movie;2012;92;Action;Olivier Megaton;6.2;333400
One Life;movie;2023;109;Biography;James Hawes;7.5;36777
Mr. Deeds Goes to Town;movie;1936;115;Comedy;Frank Capra;7.8;24498
Eat Drink Man Woman;movie;1994;124;Comedy;Ang Lee;7.8;24493
What About Bob?;movie;1991;99;Comedy;Frank Oz;7.0;77689
Collateral Beauty;movie;2016;97;Drama;David Frankel;6.8;108152
Sneakers;movie;1992;126;Comedy;Phil Alden Robinson;7.1;66228
Twisters;movie;2024;122;Action;Lee Isaac Chung;6.5;184141
First Reformed;movie;2017;113;Drama;Paul Schrader;7.1;66076
Widows;movie;2018;129;Crime;Steve McQueen;6.8;107795
An Officer and a Gentleman;movie;1982;124;Drama;Taylor Hackford;7.1;66047
48 Hrs.;movie;1982;96;Action;Walter Hill;6.9;91079
My Week with Marilyn;movie;2011;99;Biography;Simon Curtis;6.9;91013
Soodhu Kavvum;movie;2013;135;Comedy;Nalan Kumarasamy;8.3;13255
The Hidden Face;movie;2011;97;Drama;Andrés Baiz;7.3;48649
To the Forest of Firefly Lights;movie;2011;45;Animation;Takahiro Ômori;7.8;24354
Manhattan Murder Mystery;movie;1993;104;Comedy;Woody Allen;7.3;48637
Ghost in the Shell 2: Innocence;movie;2004;100;Animation;Mamoru Oshii;7.4;42030
Everybody's Fine;movie;2009;99;Adventure;Kirk Jones;7.1;65841
Baasha;movie;1995;145;Action;Suresh Krishna;8.3;13238
Mission: Impossible II;movie;2000;123;Action;John Woo;6.1;405761
My Darling Clementine;movie;1946;97;Drama;John Ford;7.7;27723
Ninotchka;movie;1939;110;Comedy;Ernst Lubitsch;7.8;24311
Child's Play;movie;1988;87;Horror;Tom Holland;6.7;127574
Legend of the Guardians: The Owls of Ga'Hoole;movie;2010;97;Action;Zack Snyder;6.9;90693
That Thing You Do!;movie;1996;108;Comedy;Tom Hanks;7.0;76984
Paranormal Activity;movie;2007;86;Horror;Oren Peli;6.3;267838
Mesrine: Killer Instinct;movie;2008;113;Action;Jean-François Richet;7.5;36225
The Human Condition I: No Greater Love;movie;1959;208;Drama;Masaki Kobayashi;8.5;10532
One, Two, Three;movie;1961;104;Comedy;Billy Wilder;7.8;24180
Never Look Away;movie;2018;189;Biography;Florian Henckel von Donnersmarck;7.7;27526
Baazigar;movie;1993;175;Crime;Abbas Alibhai Burmawalla;7.6;31486
She Said;movie;2022;129;Crime;Maria Schrader;7.3;48184
Waves;movie;2019;135;Drama;Trey Edward Shults;7.5;36133
Justice League;movie;2017;120;Action;Zack Snyder;6.0;497812
The Number 23;movie;2007;98;Crime;Joel Schumacher;6.4;219187
Violet Evergarden: The Movie;movie;2020;140;Animation;Taichi Ishidate;8.3;13128
300: Rise of an Empire;movie;2014;102;Action;Noam Murro;6.2;325866
Halloween;movie;2018;106;Crime;David Gordon Green;6.5;181309
The Duchess;movie;2008;110;Biography;Saul Dibb;6.9;89736
Jodhaa Akbar;movie;2008;213;Action;Ashutosh Gowariker;7.5;36031
Joy;movie;2015;124;Biography;David O. Russell;6.6;150667
Risky Business;movie;1983;99;Comedy;Paul Brickman;6.8;106019
Carry-On;movie;2024;119;Action;Jaume Collet-Serra;6.5;180670
Chor Nikal Ke Bhaga;movie;2023;110;Crime;Ajay Singh;7.2;55647
Reptile;movie;2023;134;Crime;Grant Singer;6.8;105771
The Look of Silence;movie;2014;103;Biography;Joshua Oppenheimer;8.2;14668
The Mechanic;movie;2011;93;Action;Simon West;6.5;180283
Thirteen;movie;2003;100;Drama;Catherine Hardwicke;6.8;105643
The Other Boleyn Girl;movie;2008;115;Biography;Justin Chadwick;6.7;125400
The Lady from Shanghai;movie;1947;87;Crime;;7.5;35847
Smile 2;movie;2024;127;Horror;Parker Finn;6.7;125265
My Big Fat Greek Wedding;movie;2002;95;Comedy;Joel Zwick;6.6;149608
Talaash: The Answer Lies Within;movie;2012;140;Crime;Reema Kagti;7.3;47685
The Apprentice;movie;2024;122;Biography;Ali Abbasi;7.1;64522
The World Is Not Enough;movie;1999;128;Action;Michael Apted;6.4;216654
The Last Castle;movie;2001;131;Action;Rod Lurie;6.9;88933
8MM;movie;1999;123;Crime;Joel Schumacher;6.6;149120
Kidnapping, Caucasian Style;movie;1967;82;Adventure;Leonid Gaidai;8.2;14584
Benny & Joon;movie;1993;98;Comedy;Jeremiah S. Chechik;7.1;64408
Brotherhood of the Wolf;movie;2001;142;Action;Christophe Gans;7.0;75260
The Report;movie;2019;119;Biography;Scott Z. Burns;7.2;55074
The Secret Garden;movie;1993;101;Drama;Agnieszka Holland;7.3;47414
The Hunt;movie;2020;90;Action;Craig Zobel;6.6;148364
Kadaisi Vivasayi;movie;2021;122;Drama;M. Manikandan;8.7;8369
The Internet's Own Boy: The Story of Aaron Swartz;movie;2014;105;Biography;Brian Knappenberger;8.0;18438
Godzilla vs. Kong;movie;2021;113;Action;Adam Wingard;6.3;261022
The Taking of Pelham 123;movie;2009;106;Action;Tony Scott;6.4;214797
Just Like Heaven;movie;2005;95;Comedy;Mark Waters;6.7;123932
Magadheera;movie;2009;166;Action;S.S. Rajamouli;7.7;27006
In the Heights;movie;2021;143;Drama;Jon M. Chu;7.2;54849
Ernest & Celestine;movie;2012;80;Adventure;Stéphane Aubier;7.8;23687
Breaking Away;movie;1979;101;Comedy;Peter Yates;7.7;26995
