Song_Index,Song,Artist,Track_No_,AlbumID_Rank,BPM,Energy,Dance,Loud,Valence,Duration,Acoustic,Popularity,Spotify_Song
476,Lonely Is the Word - 2008 Remaster,Black Sabbath,8,37,110,74,43,-8,51,05:51,0,37,2GSOOR5UXdDj9247nxyedO
774,RV,Faith No More,4,65,170,57,35,-8,52,03:43,19,39,1ZSaFlJCo0ShPW5JFYDWKk
776,Everything's Ruined,Faith No More,6,65,104,96,54,-8,23,04:34,0,42,7lQy8vI73IL4Wft8I4eA5Z
781,Crack Hitler,Faith No More,11,65,124,93,65,-8,28,04:39,22,32,48hZdEVMiyVRCsjovv4Ouz
782,Jizzlobber,Faith No More,12,65,179,84,16,-8,19,06:39,0,32,6Hw8IJcn7cexa2cRpbUgPQ
346,Rooster,Alice In Chains,6,26,144,55,27,-8,20,06:14,3,67,0wvIGFIgbyz4JNwQhZgTv2
353,Would?,Alice In Chains,13,26,101,83,31,-8,59,03:27,0,70,5sFDReWLrZHLFZFjHsjUTS
623,Summer Breeze,Type O Negative,6,53,128,71,37,-8,35,04:49,2,43,5cDS0AxJMZkAHjuwfUomJI
630,Blood & Fire,Type O Negative,13,53,128,77,35,-8,23,05:33,1,27,7BdNgspxizqAK8KP3YfBzH
234,Holy Diver,Dio,2,16,92,90,48,-7,11,05:54,6,61,57fqmDaokbxZ3TaB0jp39q
920,The Other,ISIS,2,72,118,60,42,-7,43,07:15,0,12,2VfNTyOaWdBAnjJ6OiDRFj
921,False Light,ISIS,3,72,120,65,40,-7,8,07:42,0,12,0qiAR0FsffpsNsAcu0jgwx
922,Carry,ISIS,4,72,118,61,25,-7,14,06:46,2,12,4rUVXXUOs4R27XTyaoQRUq
926,From Sinking,ISIS,8,72,114,63,31,-7,32,08:24,0,9,33oJQdWan6AX0RBhjNVPd8
398,Ball Tongue,Korn,2,30,106,88,55,-7,44,04:29,2,48,5pbfZdAP7xUu354ZQBhTS2
400,Clown,Korn,4,30,80,79,46,-7,30,04:37,1,49,3TZuUaGjEtyAiUM9iM89ff
405,Fake,Korn,9,30,98,92,38,-7,16,04:51,0,42,40juCfCdBJjhVEyA2JrcgV
854,Flattening of Emotions,Death,1,70,105,90,39,-7,32,04:29,0,31,2i03huY4DLxMnAB9DV4BOd
855,Suicide Machine,Death,2,70,137,94,32,-7,42,04:24,0,34,0GBNecHv0jWlfrPPBq57FT
649,Blackwater Park,Opeth,8,55,80,86,11,-7,14,12:08,0,37,4ghtc1qkwPW5CIjYrac1MJ
740,Jerusalem,Sleep,5,62,190,70,15,-7,6,05:45,0,0,4mnsvjOItasaySnQTwxfeq
741,Jerusalem,Sleep,6,62,97,67,25,-7,4,09:01,0,0,6To1wuD38mthFMRZdE1Ie5
508,Cursed in Eternity,Mayhem,3,40,183,84,7,-7,10,05:10,0,3,6tPzKvTfDBA2Lb42qCrlRK
510,Life Eternal,Mayhem,5,40,156,94,11,-7,12,06:57,0,4,577zs2zO9oPz3E3YlVJ90v
511,From the Dark Past,Mayhem,6,40,168,93,10,-7,4,05:27,0,2,4FwEa520KE7llGZqjkM9Aw
1027,Enter the Eternal Fire,Bathory,6,81,108,86,38,-7,15,06:57,0,0,5CzebOPQxefBlDkAJkm5ht
116,Mouth for War,Pantera,1,10,157,95,33,-7,63,03:57,0,58,6rkeaQRCWZxwkjhyqgxjXi
1044,Rays On Pinion,Baroness,1,83,145,89,33,-7,15,07:36,0,41,6ouq07JR52uMIDnHhFbrQ2
1046,Isak,Baroness,3,83,102,85,52,-7,40,04:22,0,38,4qnmquuGKdUiDLh5paURPb
727,Hell to Pay,Converge,4,61,103,69,32,-7,19,04:32,0,31,3IP88lVJFVCEClXXJEJfPy
789,Rx Queen,Deftones,5,66,143,92,57,-7,55,04:28,0,49,6HgrJfzfj9WRBABdussy8z
796,Pink Maggit,Deftones,12,66,90,67,14,-7,4,07:33,1,46,0FrT8a39eo6siL1yIxVGTP
1033,Drowned,Entombed,2,82,108,93,17,-7,24,04:00,0,33,74sEzDFrgGFxaM7xrEyOkG
1037,But Life Goes On,Entombed,6,82,114,98,34,-7,13,03:00,0,25,7wm7di7XtlL3IXRWPL9H4T
1039,Morbid Devourment,Entombed,8,82,110,96,19,-7,29,05:25,0,24,2CvtsZt7wGW1iIFniV5CAw
1040,Abnormally Deceased,Entombed,9,82,112,95,18,-7,31,02:59,0,22,2wPCKvH509FfKrL66scvu2
1042,Carnal Leftovers,Entombed,11,82,165,98,14,-7,27,02:58,0,22,641ntKrSCGimRngZESb7Vn
1043,Premature Autopsy,Entombed,12,82,173,96,12,-7,19,04:28,0,21,1bhT7RgdMM1rHqbkpoREdR
559,Blood and Thunder,Mastodon,1,46,93,94,36,-7,48,03:49,0,58,3jagGO7eHHuaD53ibehkux
562,Island,Mastodon,4,46,81,99,16,-7,27,03:26,0,37,6UQj5lRRVDJfaWpzCLOCAH
564,Megalodon,Mastodon,6,46,131,98,27,-7,37,04:23,0,41,1rLDTmI8quVUsGy9mzrXBx
565,Naked Burn,Mastodon,7,46,158,96,23,-7,62,03:42,0,37,348pOMYZ4f4j8bkbX0hQcZ
567,Hearts Alive,Mastodon,9,46,167,95,17,-7,25,13:40,0,36,5ZwXpxkFA2qW0nGCXwpIx4
253,Poison Was The Cure - Remastered 2004,Megadeth,5,19,161,88,28,-7,41,02:57,0,45,6HqnBoikcyjy7I1kbrfhlr
256,Dawn Patrol - Remastered 2004,Megadeth,8,19,75,71,67,-7,60,01:52,2,44,4NwFxag85AYdCel47a3Yhi
260,Holy Wars...The Punishment Due - Demo/Remastered 2004,Megadeth,12,19,131,95,26,-7,47,06:17,0,37,21PU8pLM89CLbj2JPvxNPg
261,Take No Prisoners - Demo/Remastered 2004,Megadeth,13,19,160,100,21,-7,11,03:23,0,36,5tOoS4trxEQ8GGTCAPZ2pe
429,Architecture Of Aggression,Megadeth,3,33,95,97,54,-7,50,03:40,0,45,1BbocHcTYAu0wCS4NqgRsI
431,Sweating Bullets - Remastered 2004,Megadeth,5,33,70,86,33,-7,65,05:27,0,55,6i7IXg8j7ZngiEOgBYjkhw
607,Iowa,Slipknot,14,50,174,67,32,-7,34,15:05,0,39,1VQCAHBRlX2gBHTjopYQlS
998,Future Breed Machine,Meshuggah,1,79,88,97,45,-7,16,05:49,0,0,0gH7MNXQud3Pvnfv1zk3bL
1000,Soul Burn,Meshuggah,3,79,83,94,34,-7,43,05:18,0,0,3oKST2HXbmF6ZEaytf7BU3
1002,Vanished,Meshuggah,5,79,159,99,27,-7,24,05:05,0,0,0WlDiAZTyACr9dDI1NhEOq
9,Battery,Metallica,1,2,97,94,49,-7,39,05:13,0,10,7qRxAH7ZRB2Ita3mebXfR3
13,Disposable Heroes,Metallica,5,2,90,94,26,-7,43,08:17,0,3,2CbYOuq9uxqclV21HJaJ4B
127,Fight Fire With Fire (Remastered),Metallica,1,11,92,99,28,-7,16,04:45,0,52,3eaOnliKh0QdjuDbPAwCLx
130,Fade To Black (Remastered),Metallica,4,11,114,93,26,-7,29,06:57,0,61,4kBsYpQBUbSIQNLTDF7es2
272,...And Justice For All,Metallica,2,21,87,80,54,-7,40,09:47,0,4,0ep7UTGw3F9VkN9FV52En3
335,Through The Never,Metallica,7,25,94,93,39,-7,52,04:04,1,4,0K8hmlY7fVZLRp3R1JnWLT
338,The God That Failed,Metallica,10,25,83,80,56,-7,43,05:09,0,1,0h26wQZD5GoSvK5zZuv69E
